,html_url,number,labels,state,created_at,pull_request,comments,title,body
12,https://github.com/nltk/nltk/issues/1266,1266,[],closed,2016-01-24 08:23:07+00:00,,1,AttributeError with convert_regexp_to_noncapturing_parsed,"I've got this error working with TextBlob, the traceback is more or less all on the NLTK side though.

Essentially, running `blob.noun_phrases` throws an AttributeError. Here's the end of the dump:

```
/usr/lib/python3.5/site-packages/nltk/__init__.py in compile_regexp_to_noncapturing(pattern, flags)
     54     """"""
     55     global _java_bin, _java_options
---> 56     _java_bin = find_binary('java', bin, env_vars=['JAVAHOME', 'JAVA_HOME'], verbose=verbose, binary_names=['java.exe'])
     57 
     58     if options is not None:

/usr/lib/python3.5/site-packages/nltk/__init__.py in convert_regexp_to_noncapturing_parsed(parsed_pattern)
     50         ``'-Xmx512m'``, which tells Java binary to increase
     51         the maximum heap size to 512 megabytes.  If no options are
---> 52         specified, then do not modify the options list.
     53     :type options: list(str)
     54     """"""

AttributeError: can't set attribute
```

Could this be a problem with the Java install?
"
13,https://github.com/nltk/nltk/issues/1267,1267,[],closed,2016-01-24 17:32:54+00:00,,4,RegexpTokenizer does not handle capturing parens as advertised,"The docstring for `nltk.tokenize.regexp.RegexpTokenizer` states:

```
:param pattern: The pattern used to build this tokenizer.
        (This pattern may safely contain capturing parentheses.)
```

But this does not seem to be the case:

``` python
import nltk
nltk.regexp_tokenize(""foo bar baz-qux"", r""\w+(-\w+)*"")
# returns ['', '', '-qux']
```

Contrast with:

``` python
nltk.regexp_tokenize(""foo bar baz-qux"", r""\w+(?:-\w+)*"")
# returns ['foo', 'bar', 'baz-qux']
```

Tested both with PyPI release (`nltk-3.1`) and current `develop` branch.
"
14,https://github.com/nltk/nltk/issues/1268,1268,[],closed,2016-01-25 02:06:09+00:00,,6,Technical issues in BLEU,"This is an issue with how BLEU works and not exactly the implementation that causes an error with https://nltk.ci.cloudbees.com/job/nltk/TOXENV=py35-jenkins,jdk=jdk8latestOnlineInstall/492/testReport/junit/(root)/bleu_doctest/bleu_doctest/

---

There are many flaws in the original formulation of BLEU in http://www.aclweb.org/anthology/P02-1040.pdf but there's a big problem that we've all overlooked. 

Equation in section 2.3 in the paper:

```
BLEU = BP * exp (sum (w_n * log(p_n)))
```

where `p_n` is the modified precision calculated with the formula from section 2.1.1 and `w_n` is the corresponding weights as per each order of ngram set by the user. 

Consider the case where the numerator in the `p_n` formula of section 2.1.1 is 0 for every order of ngram. So `log(p_n)` becomes invalid because the logarithm curve is asymptotic at 0 (giving a math domain error).

So if the solution was to simply set `log(p_n) = 0 if p_n == 0 else log(p_n)` then we get into another problem when the sum of all `log(p_n)` is 0 and our `exp(0)` returns 1 which gives perfect BLEU scores for 0 precision. 

The assumption is that BLEU is measured at corpus level so having absolute 0 for all hypothesis-reference pairs for all order of ngram seems ridiculous.

So at segment level, there seem to be multiple ways to overcome that according to http://acl2014.org/acl2014/W14-33/pdf/W14-3346.pdf .

**How should we proceed with the implementation of BLEU in NLTK?**
- Implement the Chen and Cherry (2014) methods and enforce one of the smoothing by default
- If numerator == 0, do the ""stupid"" smoothing i.e. to add 1 to numerator and denominator (name from http://www.aclweb.org/anthology/D07-1090.pdf)
- Leave it as it is, and use the awkward doctest as an example of how BLEU is inadequate at sentence level
"
15,https://github.com/nltk/nltk/issues/1276,1276,"[{'id': 918210764, 'node_id': 'MDU6TGFiZWw5MTgyMTA3NjQ=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/inactive', 'name': 'inactive', 'color': 'cecece', 'default': False, 'description': ''}]",closed,2016-01-27 17:29:15+00:00,,0,Tgrep label predicates fail without macros tgrep.py line 696,"I'm not a tgrep expert but I was futzing around with nltk's implementation and it seems like tgrep strings of the form:
""NNP=n: =n > NP;"" fail because the NNP predicate is a string and the source code is expecting the lambda function.

The NLTK implementation fails on the above tgrep string because the string 'NNP' isn't a lambda function like the code in tgrep.py line 696 assumes.

The following does work:
""@ NNPM /NNP/; @NNPM=n: =n > NP;"" Correctly returns any NNP that is dominated by an NP.

From what I can tell from the tgrep2 documentation, it _should_ allow non-macro predicates.

If I am correct that tgrep should allow non-macro label predicates, maybe the NLTK implementation could provide some documentation that tgrep node labeling only works with declared macros.
"
16,https://github.com/nltk/nltk/issues/1277,1277,"[{'id': 23593492, 'node_id': 'MDU6TGFiZWwyMzU5MzQ5Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/documentation', 'name': 'documentation', 'color': '02d7e1', 'default': True, 'description': None}, {'id': 718773983, 'node_id': 'MDU6TGFiZWw3MTg3NzM5ODM=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/classifier', 'name': 'classifier', 'color': '60d2ff', 'default': False, 'description': None}]",closed,2016-01-28 14:44:56+00:00,,1,Better documentation for HMM unsupervised training,"I had some problems using unsupervised training for hmms.
The docs say:

```
        :param unlabeled_sequences: the unsupervised training data, a set of
            sequences of observations
        :type unlabeled_sequences: list
```

When i read this i thought about a List [ word_1, ..., word_n ] < a unlabeled sequence > but the correct way is [ (word_1, tag_1),...,(word_n,tag_n) ] < a labeled sequence imo > .
I think we should explain this better to avoid confusion.
"
17,https://github.com/nltk/nltk/issues/1278,1278,[],closed,2016-01-29 07:36:44+00:00,,2,use source-code to install fail,"git clone code;
sudo python setup.py install;
a problem:
Traceback (most recent call last):
  File ""setup.py"", line 30, in <module>
    from setuptools import setup, find_packages
ImportError: No module named setuptools
"
18,https://github.com/nltk/nltk/issues/1279,1279,[],closed,2016-01-29 18:56:00+00:00,,8,OSError when downloading/unzipping NLTK data (Python 3.5.1),"I'm getting an OSError when I try to download data via the NLTK command line interface. This occurs when unzipping `corpora/panlex_lite.zip`

Running NLTK 3.1 on Python 3.5.1 (Python installed via Homebrew, NLTK installed via pip) on Mac OS X 10.11.3

Tried running `python3 -m nltk.downloader all` as suggested on http://www.nltk.org/data.html

```
sandip ~> python3 -m nltk.downloader all
[nltk_data] Downloading collection 'all'
[nltk_data]    | 
[nltk_data]    | Downloading package abc to /Users/sandip/nltk_data...
[nltk_data]    |   Package abc is already up-to-date!
[nltk_data]    | Downloading package alpino to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package alpino is already up-to-date!
[nltk_data]    | Downloading package biocreative_ppi to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package biocreative_ppi is already up-to-date!
[nltk_data]    | Downloading package brown to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package brown is already up-to-date!
[nltk_data]    | Downloading package brown_tei to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package brown_tei is already up-to-date!
[nltk_data]    | Downloading package cess_cat to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package cess_cat is already up-to-date!
[nltk_data]    | Downloading package cess_esp to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Package cess_esp is already up-to-date!
[nltk_data]    | Downloading package chat80 to
[nltk_data]    |     /Users/sandip/nltk_data...
...
[nltk_data]    | Downloading package panlex_lite to
[nltk_data]    |     /Users/sandip/nltk_data...
[nltk_data]    |   Unzipping corpora/panlex_lite.zip.
Traceback (most recent call last):
  File ""/usr/local/Cellar/python3/3.5.1/Frameworks/Python.framework/Versions/3.5/lib/python3.5/runpy.py"", line 170, in _run_module_as_main
    ""__main__"", mod_spec)
  File ""/usr/local/Cellar/python3/3.5.1/Frameworks/Python.framework/Versions/3.5/lib/python3.5/runpy.py"", line 85, in _run_code
    exec(code, run_globals)
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 2267, in <module>
    halt_on_error=options.halt_on_error)
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 664, in download
    for msg in self.incr_download(info_or_id, download_dir, force):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 543, in incr_download
    for msg in self.incr_download(info.children, download_dir, force):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 529, in incr_download
    for msg in self._download_list(info_or_id, download_dir, force):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 572, in _download_list
    for msg in self.incr_download(item, download_dir, force):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 549, in incr_download
    for msg in self._download_package(info, download_dir, force):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 638, in _download_package
    for msg in _unzip_iter(filepath, zipdir, verbose=False):
  File ""/usr/local/lib/python3.5/site-packages/nltk/downloader.py"", line 2039, in _unzip_iter
    outfile.write(contents)
OSError: [Errno 22] Invalid argument
```
"
19,https://github.com/nltk/nltk/issues/1283,1283,[],closed,2016-02-05 11:08:45+00:00,,12,panlex is offline (404),"```
>>> nltk.download('panlex_lite')
[nltk_data] Downloading package panlex_lite to
[nltk_data]     /Users/username/nltk_data...
[nltk_data] Error downloading u'panlex_lite' from
[nltk_data]     <https://raw.githubusercontent.com/nltk/nltk_data/gh-
[nltk_data]     pages/packages/corpora/panlex_lite.zip>:   HTTP Error
[nltk_data]     404: Not Found
False
```
"
20,https://github.com/nltk/nltk/issues/1285,1285,[],closed,2016-02-16 14:45:23+00:00,,21,Weird issue with bleu scores,"I discovered a weird issue when trying to calculate bleu scores for individual sentences with evaluation code [https://github.com/nltk/nltk/blob/develop/nltk/translate/bleu_score.py](here).
The method that contains the weird behaviour is : `sentence_bleu`
The problem occurs whenever the pn value becomes 1.

When for example calculating the bleu 1 score for the following candidate sentence:
_[this,is,an,example]_
When given two reference sentences:
_[this,is,something]
[this,is,an,example]_

`_modified_precision` correctly gives 1 as an answer, since the sentence is exactly the reference sentence. Then the logarithm gets taken which results in a zero value. This still seems correct. Next all the different p_n's gets summed which in this case is just one zero value. So the sum is still 0.

Then however the following code seems rather odd:
`if sum_s == 0:
        return 0`

This way the resulting bleu-score is 0. I don't understand why this needs to be here.
Without this if-clause, the zero-value correctly gets put in the rest of the formula and a correct 1 is returned.
"
21,https://github.com/nltk/nltk/issues/1288,1288,[],closed,2016-02-17 16:04:38+00:00,,6,BLEU test failing,"The CI server reports the following failure for the BLEU doctest.

```
File ""/scratch/jenkins/workspace/nltk/TOXENV/py34-jenkins/jdk/jdk8latestOnlineInstall/nltk/test/bleu.doctest"", line 9, in bleu.doctest
Failed example:
    bleu(
        ['The candidate has no alignment to any of the references'.split()],
        'John loves Mary'.split(),
        [1],
    )
Expected:
    0
Got:
    0.09697196786440505
```
"
22,https://github.com/nltk/nltk/issues/1289,1289,[],closed,2016-02-18 12:09:11+00:00,,1,"Module not found sentiment_analyzer (Python3.5.2, NLTK3.1)","This piece of code should, according to my best knowledge, work:

``` python
import nltk.sentiment
nltk.sentiment.util.demo_sent_subjectivity('This is great')
```

c:\users\user\appdata\local\programs\python\python35-32\lib\site-packages\nltk\sentiment\util.py in demo_sent_subjectivity(text)
    598         print('Cannot find the sentiment analyzer you want to load.')
    599         print('Training a new one using NaiveBayesClassifier.')
--> 600         sentim_analyzer = demo_subjectivity(NaiveBayesClassifier.train, True)
    601 
    602     # Tokenize and convert to lower case

c:\users\user\appdata\local\programs\python\python35-32\lib\site-packages\nltk\sentiment\util.py in demo_subjectivity(trainer, save_analyzer, n_instances, output)
    537     :param output: the output file where results have to be reported.
    538     """"""
--> 539     from sentiment_analyzer import SentimentAnalyzer
    540     from nltk.corpus import subjectivity
    541 

ImportError: No module named 'sentiment_analyzer'
"
23,https://github.com/nltk/nltk/issues/1291,1291,"[{'id': 23593492, 'node_id': 'MDU6TGFiZWwyMzU5MzQ5Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/documentation', 'name': 'documentation', 'color': '02d7e1', 'default': True, 'description': None}, {'id': 739448068, 'node_id': 'MDU6TGFiZWw3Mzk0NDgwNjg=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/resolved', 'name': 'resolved', 'color': '2375af', 'default': False, 'description': None}]",closed,2016-02-19 12:52:41+00:00,,1,NLTK relation extraction,"I am trying to extract relations from a text 
the example that is provided in the book uses ieer corpus 
I tried to make it on a single text but it's not working , I am not getting anything
Can anyone help ?

Here is my code :

import nltk
import re
sent = ""Barack Obama is the president of America""
tokens = nltk.word_tokenize(sent)
tagged = nltk.pos_tag(tokens)
grammar = r""""""
    NP : {<DT|PP\$>?<JJ>_<NN>}
         {<NNP>+}
         {<NN>+}
         }<VBD|IN>+{
  """"""
cp = nltk.RegexpParser(grammar)
result = cp.parse(tagged)
IN = re.compile(r'._\bin\b(?!\b.+ing)')
headline=[""test headline for sentence""]
for i,sent in enumerate(tagged):
    text = nltk.ne_chunk(sent)
    for rel in nltk.sem.relextract.extract_rels('ORG', 'LOC', sent, corpus='ace', pattern=IN):
        print(nltk.sem.rtuple(rel) )
"
24,https://github.com/nltk/nltk/issues/1293,1293,"[{'id': 113906330, 'node_id': 'MDU6TGFiZWwxMTM5MDYzMzA=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/SMT', 'name': 'SMT', 'color': 'bfdadc', 'default': False, 'description': None}]",closed,2016-02-22 05:15:32+00:00,,4,Gale-Church aligner raises TypeError,"Running

```
nltk.translate.gale_church.align_blocks([10] * 20, [200, 400])
```

raises

```
TypeError: 'NoneType' object is not iterable
```

---

Example:

``` python
>>> from nltk.translate import gale_church
>>> gale_church.align_blocks([5,5,5], [7,7,7])
[(0, 0), (1, 1), (2, 2)]
>>> gale_church.align_blocks([10,] * 20, [5])
[(18, 0), (19, 0)]
>>> gale_church.align_blocks([10,] * 20, [5, 10])
[(16, 0), (17, 0), (18, 1), (19, 1)]
>>> gale_church.align_blocks([10] * 20, [5, 10])
[(16, 0), (17, 0), (18, 1), (19, 1)]
>>> gale_church.align_blocks([10] * 20, [200, 400])
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""nltk/translate/gale_church.py"", line 168, in align_blocks
    return trace(backlinks, source_sents, target_sents)
  File ""nltk/translate/gale_church.py"", line 84, in trace
    s, t = backlinks[pos]
TypeError: 'NoneType' object is not iterable
```
"
25,https://github.com/nltk/nltk/issues/1294,1294,[],closed,2016-02-22 12:49:35+00:00,,38,Malt parser not parsing sentences,"whenever I parse a sentence using malt parser it gives me the following exception:
mp.parse_one(token)

Exception: MaltParser parsing (java -cp D:/Python Files/maltparser-1.8.1\maltparser-1.8.1.jar:D:/Python Files/maltparser-1.8.1\lib\liblinear-1.8.jar:D:/Python Files/maltparser-1.8.1\lib\libsvm.jar:D:/Python Files/maltparser-1.8.1\lib\log4j.jar org.maltparser.Malt -c engmalt.poly-1.7.mco -i C:\Users\MUSTUF~1\AppData\Local\Temp\malt_input.conll.9ck59rmy -o C:\Users\MUSTUF~1\AppData\Local\Temp\malt_output.conll.1j7w_xvw -m parse) failed with exit code 1
"
26,https://github.com/nltk/nltk/issues/1296,1296,"[{'id': 14019255, 'node_id': 'MDU6TGFiZWwxNDAxOTI1NQ==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/pleaseverify', 'name': 'pleaseverify', 'color': 'd7e102', 'default': False, 'description': None}, {'id': 29356672, 'node_id': 'MDU6TGFiZWwyOTM1NjY3Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/corpus', 'name': 'corpus', 'color': '0b02e1', 'default': False, 'description': None}]",closed,2016-02-23 10:19:29+00:00,,4,Fail to load vader_lexicon.txt,"I'd like to use `SentimentIntensityAnalyzer`, but got such a error:

```
[Errno 2] No such file or directory: '/Users/yobichi/mc2/lib/python3.5/site-packages/nltk/sentiment/vader_lexicon.txt'
```

How can I fix it? Or where can I download it manually?
"
27,https://github.com/nltk/nltk/issues/1297,1297,[],closed,2016-02-23 14:36:50+00:00,,1,panlex_lite 404 ,"I am still get error, refer below log.
Any update documents or something else? Thanks 
/usr/local/bin/python2.7 -m nltk.downloader -q all -d /usr/local/share/nltk_data
[nltk_data] Error downloading u'panlex_lite' from
[nltk_data] [nltk_data] pages/packages/corpora/panlex_lite.zip>: HTTP Error
[nltk_data] 404: Not Found
"
28,https://github.com/nltk/nltk/issues/1298,1298,[],closed,2016-02-23 23:34:55+00:00,,2,stanford parser setup error,"Hi,
i am using the following code to parse a sentence using stanford parser and for setting the variables

import os
java_path = ""C:/Program Files/Java/jdk1.8.0_60""
os.environ['JAVAHOME'] = java_path
os.environ['CLASSPATH'] ='C:\Users\ASUS\Downloads\stanford-parser-full-2015-12-09\stanford-parser-full-2015-12-09'
os.environ['STANFORD_MODELS'] = 'C:\Users\ASUS\Downloads\stanford-parser-full-2015-12-09\stanford-parser-full-2015-12-09'

from nltk.parse.stanford  import StanfordDependencyParser 

dep_parser = StanfordDependencyParser(model_path='edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz' )

sentences = dep_parser.raw_parse_sents([""""""

The product was old but it was good.
An excellent product packed very well with a very prompt delivery !
    """"""])
print (str (sentences))

for line in sentences:
    for sentence in line:
        sentence.draw()

But I am getting the following error

Traceback (most recent call last):
  File ""C:/Users/ASUS/PycharmProjects/untitled2/parse.py"", line 11, in <module>
    dep_parser = StanfordDependencyParser(model_path='edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz' )
  File ""C:\Python34\lib\site-packages\nltk\parse\stanford.py"", line 61, in **init**
    key=lambda model_name: re.match(self._MODEL_JAR_PATTERN, model_name)
TypeError: unorderable types: NoneType() > NoneType()

Please help me 

thanks
"
29,https://github.com/nltk/nltk/issues/1299,1299,[],closed,2016-02-24 04:43:02+00:00,,1,zipfile problem for Python 3.5,"The bulk of the CI errors concern zipfiles in Python 3.5:

https://nltk.ci.cloudbees.com/job/nltk/TOXENV=py35-jenkins,jdk=jdk8latestOnlineInstall/lastCompletedBuild/testReport/
"
30,https://github.com/nltk/nltk/issues/1304,1304,[],closed,2016-02-26 15:27:37+00:00,,4,Last stanford-pos-tagger (2015-12-09) jar problem,"Hello,

First I'm really new to nltk and what i learn is amazing, so really thank you for this great piece of software.

I'm trying to use stanford-pos-tagger, and the last version seems to be currently uncompatible with nltk.

The problem is related in this stackoverflow post:
http://stackoverflow.com/questions/34361725/nltk-stanfordnertagger-noclassdeffounderror-org-slf4j-loggerfactory-in-windo/34916721#34916721

This version needs 2 additional jars in the `CLASSPATH`: slf4j-api and slf4j-simple. The problem is that those jars are not loaded and it is impossible the load those jars without modifying nltk. Why ? because when launching the stanford jar, nltk resets the classpath to keep only one jar: the stanford one, it removes all other jars, even the jars specified in the classpath. Consequently there is no way to add slf4j-api and slf4j-simple to the classpath. 

Is there any particular reason to always reset the classpath? I suppose, classpath is cleared to avoid dependency problems, but since stanford jars used to have no dependencies at all would it be possible to disable this feature. Like proposed here: http://stackoverflow.com/a/34916721/3256942 ?

Have a good day !!!
"
