Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"66342675","1","","","2021-02-23 23:44:55","","1","22","<p>Having trouble figuring out how to use ParlAI DECODE task for contradiction detection.  Was also hoping to fine tune an AllenNLP model with the decode dataset.</p>
","3779515","","","","","2021-02-23 23:44:55","How to use ParlAI DECODE to detect contradictions and how to fine tune AllenNLP textual entailment model using ParlAI DECODE?","<allennlp><parlai>","0","0","","","","CC BY-SA 4.0"
"67326772","1","","","2021-04-30 00:39:18","","0","158","<p>I am using Windows 10 and pip installed the latest allennlp branch. When I successfully install the package, I encountered the following:</p>
<pre><code>$ allennlp test-install

Traceback (most recent call last):
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\runpy.py&quot;, line 193, in _run_module_as_main
    &quot;__main__&quot;, mod_spec)
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\runpy.py&quot;, line 85, in _run_code
    exec(code, run_globals)
  File &quot;C:\Users\604194\AppData\Local\Continuum\anaconda3\envs\domains\Scripts\allennlp.exe\__main__.py&quot;, line 4, in &lt;module&gt;
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\run.py&quot;, line 15, in &lt;module&gt;
    from allennlp.commands import main  # pylint: disable=wrong-import-position
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\commands\__init__.py&quot;, line 8, in &lt;module&gt;
    from allennlp.commands.configure import Configure
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\commands\configure.py&quot;, line 27, in &lt;module&gt;
    from allennlp.service.config_explorer import make_app
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\service\config_explorer.py&quot;, line 24, in &lt;module&gt;
    from allennlp.common.configuration import configure, choices
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\common\__init__.py&quot;, line 1, in &lt;module&gt;
    from allennlp.common.from_params import FromParams
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\common\from_params.py&quot;, line 48, in &lt;module&gt;
    from allennlp.common.params import Params
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\common\params.py&quot;, line 173, in &lt;module&gt;
    class Params(MutableMapping):
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\allennlp\common\params.py&quot;, line 236, in Params
    def pop(self, key: str, default: Any = DEFAULT) -&gt; Any:
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\overrides\overrides.py&quot;, line 67, in overrides
    return _overrides(method, check_signature, check_at_runtime)
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\overrides\overrides.py&quot;, line 93, in _overrides
    _validate_method(method, super_class, check_signature)
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\overrides\overrides.py&quot;, line 114, in _validate_method
    ensure_signature_is_compatible(super_method, method, is_static)
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\overrides\signature.py&quot;, line 87, in ensure_signature_is_compatible
    super_sig, sub_sig, super_type_hints, sub_type_hints, is_static, method_name
  File &quot;c:\users\604194\appdata\local\continuum\anaconda3\envs\domains\lib\site-packages\overrides\signature.py&quot;, line 213, in ensure_all_positional_args_defined_in_sub
    f&quot;`{method_name}: {sub_param.name} must be a supertype of `{super_param.annotation}` but is `{sub_param.annotation}`&quot;
TypeError: `Params.pop: key must be a supertype of `&lt;class 'inspect._empty'&gt;` but is `&lt;class 'str'&gt;`
</code></pre>
<p>Any advice on how to resolve this issue? Thanks!</p>
<p>EDIT: Edited my question for more information if needed. Thanks!</p>
","7779709","","7779709","","2021-04-30 00:55:06","2021-04-30 00:55:06","Encountering type error handling when running allennlp test-install","<huggingface-transformers><allennlp>","0","4","","","","CC BY-SA 4.0"
"69417267","1","","","2021-10-02 13:16:45","","1","40","<p>I'm attempting to create an adversarially debiased bert masked language model using 'AdversarialBiasMitigator' alongside the AllenNLP pretrained MLM (from here: <a href=""https://storage.googleapis.com/allennlp-public-models/bert-masked-lm-2020-10-07.tar.gz"" rel=""nofollow noreferrer"">https://storage.googleapis.com/allennlp-public-models/bert-masked-lm-2020-10-07.tar.gz</a>).
The training data I am using is a variation of the WinoBias dataset, edited to work for masked language modelling. The format of this data is a pandas df, with the first column containing the sentences (which already contains [CLS], [SEP], and [MASK] tokens), and the second column containing the target (which is a gendered pronoun).
I have edited the masked_language_model_reader.py to correctly read in my pandas df, and I have edited the adversarial_bias_mitigator config file. The remaining files (adversarial_bias_mitigator.py and masked_language_model.py) I have kept the same, so I think the source of the error must be either in the config or the mlm dataset reader I have created.</p>
<p>The main changes I have made in the dataset reader are changing the tokenizer to PretrainedTransformerTokenizer, and editing the _read() method to the following:</p>
<pre><code>
    @overrides
    def _read(self, file_path: str):
            import pandas as pd
            data= pd.read_csv(file_path)
            targets = data.iloc[:,0].tolist()
            sentences = data.iloc[:,1].tolist()
            zipped = zip(sentences, targets)
            for t, s in zipped:
                    sentence = s
                    tokens = self._tokenizer.tokenize(sentence) 
                    target = str(t)
                    t = Token(&quot;[MASK]&quot;)
                    yield self.text_to_instance(sentence, tokens, [target])

</code></pre>
<p>The rest I have kept virtually the same as the original masked_language_model_reader.py (<a href=""https://github.com/allenai/allennlp-models/blob/aed4876f04a73c7effddf41b3164e1fb6fb6c275/allennlp_models/lm/masked_language_model_reader.py"" rel=""nofollow noreferrer"">https://github.com/allenai/allennlp-models/blob/aed4876f04a73c7effddf41b3164e1fb6fb6c275/allennlp_models/lm/masked_language_model_reader.py</a>). I know the above isn't very pythonic but it is the simplest way I could think of, and my dataset isn't that large (only 1000 sentences) so I don't think it is a problem of computing time.</p>
<p>When running all the relevant files in the CLI, the below error appears:</p>
<blockquote>
<p>2021-10-02 10:52:20,351 - INFO -
allennlp.training.gradient_descent_trainer - Training 0it [00:00,
?it/s] loading instances: 0it [00:00, ?it/s] loading instances: 162it
[00:00, 1616.98it/s] loading instances: 324it [00:00, 1545.78it/s]
loading instances: 479it [00:00, 1524.23it/s] loading instances: 681it
[00:00, 1713.15it/s] loading instances: 1049it [00:00, 1764.63it/s]
0it [00:00, ?it/s] 2021-10-02 10:52:20,959 - CRITICAL - root -
Uncaught exception Traceback (most recent call last):   File
&quot;/usr/local/bin/allennlp&quot;, line 8, in 
sys.exit(run())   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/<strong>main</strong>.py&quot;, line
46, in run
main(prog=&quot;allennlp&quot;)   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/<strong>init</strong>.py&quot;,
line 122, in main
args.func(args)   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/train.py&quot;,
line 121, in train_model_from_args
file_friendly_logging=args.file_friendly_logging,   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/train.py&quot;,
line 187, in train_model_from_file
return_model=return_model,   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/train.py&quot;,
line 260, in train_model
file_friendly_logging=file_friendly_logging,   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/train.py&quot;,
line 504, in _train_worker
metrics = train_loop.run()   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/commands/train.py&quot;,
line 577, in run
return self.trainer.train()   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/training/gradient_descent_trainer.py&quot;,
line 750, in train
metrics, epoch = self._try_train()   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/training/gradient_descent_trainer.py&quot;,
line 773, in _try_train
train_metrics = self._train_epoch(epoch)   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/training/gradient_descent_trainer.py&quot;,
line 490, in _train_epoch
batch_outputs = self.batch_outputs(batch, for_training=True)   File
&quot;/usr/local/lib/python3.7/dist-packages/allennlp/training/gradient_descent_trainer.py&quot;,
line 383, in batch_outputs
output_dict = self._pytorch_model(**batch)   File &quot;/usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py&quot;,
line 1071, in _call_impl
result = forward_call(*input, **kwargs)   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/fairness/adversarial_bias_mitigator.py&quot;,
line 121, in forward
predictor_output_dict = self.predictor.forward(*args, **kwargs)   File
&quot;/usr/local/lib/python3.7/dist-packages/allennlp_models/lm/models/masked_language_model.py&quot;, line 110, in forward
embeddings = self._text_field_embedder(tokens)   File &quot;/usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py&quot;,
line 1071, in _call_impl
result = forward_call(*input, **kwargs)   File &quot;/usr/local/lib/python3.7/dist-packages/allennlp/modules/text_field_embedders/basic_text_field_embedder.py&quot;,
line 103, in forward
token_vectors = embedder(**tensors, **forward_params_values)   File
&quot;/usr/local/lib/python3.7/dist-packages/torch/nn/modules/module.py&quot;,
line 1071, in _call_impl
result = forward_call(*input, **kwargs) TypeError: forward() got an unexpected keyword argument 'tokens'</p>
</blockquote>
<p>I can't seem to work out what the problem is. I can't understand why being passed 'tokens' would be a  problem? I'm wondering if it the way I am reading in the data and if it isn't correctly being formatted into an instance, but again, I can't seem to see an obvious problem with my method in comparison to the original script as well.
To try to fix the problem I have also added into the config:</p>
<pre><code>    &quot;token_indexers&quot;: {
              &quot;bert&quot;: {
                &quot;type&quot;: &quot;single_id&quot;
              }
</code></pre>
<p>as well as:</p>
<pre><code>    &quot;sorting_keys&quot;:[&quot;tokens&quot;]
</code></pre>
<p>I'm not sure if either of these things are related or helping/worsening the problem!</p>
<p>Thanks for any help.</p>
","17058458","","17058458","","2021-10-04 11:28:09","2021-10-08 19:07:03","Error when training AllenNLP adversarial bias mitigator using a pretrained masked language model","<python><json><bert-language-model><allennlp><mlmodel>","1","0","","","","CC BY-SA 4.0"
"69466924","1","","","2021-10-06 13:43:08","","0","25","<p>I am using &quot;allennlp.predictors.predictor&quot; to extract the information of dependency parsing for sentences. May I know how many numbers of &quot;tags&quot; and &quot;predicted_dependencies&quot; are in the dependency parsing? I can not find the exactly number of &quot;tags&quot; and &quot;predicted_dependencies&quot;. Is there any reference?</p>
","17089930","","10871073","","2021-10-11 00:43:07","2021-10-11 00:43:07","How many of ""tags"" and ""predicted_dependencies"" in the dependency parsing (allennlp.predictors.predictor)?","<allennlp><dependency-parsing>","0","2","","","","CC BY-SA 4.0"
"63430717","1","","","2020-08-15 20:53:04","","2","138","<p>I have below code and I want to save this exact model on the disk and load that in the code. So that I can prevent resource exhaustion.</p>
<pre><code>import scispacy
import spacy
from spacy import displacy
from scispacy.abbreviation import AbbreviationDetector
from scispacy.umls_linking import UmlsEntityLinker
nlp = spacy.load('en_core_sci_sm-0.2.5/en_core_sci_sm/en_core_sci_sm-0.2.5')

linker = UmlsEntityLinker(resolve_abbreviations=True)

nlp.add_pipe(linker)
</code></pre>
","12279163","","","","","2020-08-15 20:53:04","How to save a spacy model with UMLSEntityLinker on disk and load that as well?","<python><spacy><named-entity-recognition><allennlp>","0","0","","","","CC BY-SA 4.0"
"56128100","1","","","2019-05-14 10:17:17","","2","367","<p>I am using allennlp for NER tagging currently. </p>

<p>Code:</p>

<pre><code>from allennlp.predictors.predictor import Predictor
predictor = Predictor.from_path(""...path to model..."")
sentence = ""Top Gun was inspired by a newspaper article.""
result = predictor.predict(sentence)
lang = {}
for word, tag in zip(result[""words""], result[""tags""]):
  if tag != ""O"":
    lang[word] = tag
</code></pre>

<p>Are there any parsers which could merge the output below so that it returns ""Top Gun"" and tag ""WORK_OF_ART"" ?</p>

<pre><code>{'Top': 'B-WORK_OF_ART', 'Gun': 'L-WORK_OF_ART'}
</code></pre>
","11497702","","11497702","","2019-05-14 10:36:54","2021-01-20 04:36:59","How to merge multiword NER tags?","<python-3.x><named-entity-recognition><natural-language-processing><allennlp>","2","1","","","","CC BY-SA 4.0"
"67342447","1","","","2021-05-01 02:43:44","","0","82","<p>Currently training models using AllenNLP 1.2 and the <code>commands</code> api:</p>
<p><code>allennlp train -f --include-package custom-exp /usr/training_config/mock_model_config.jsonnet -s test-mock-out</code></p>
<p>I'm trying to execute a forward pass on a test dataset after training is completed. I know how to add an <code>epoch_callback</code>, but am not sure about the syntax for the <code>end_callback</code>.</p>
<p>In my <code>config.json</code>, I have the following:</p>
<pre><code>{
...
&quot;trainer&quot;: {
...
&quot;epoch_callbacks&quot;: [{&quot;type&quot;: 'log_metrics_to_wandb',},]
}
...
}
</code></pre>
<p>I've tried:</p>
<pre><code>              &quot;end_callback&quot;: [{&quot;type&quot;: 'my_custom_function',},]
</code></pre>
<p>but got an illegal argument error. Also, I am not sure how I would accurately specify the exact custom function and communicate it to the trainer.</p>
","6395770","","","","","2021-10-14 15:12:34","How to add training end callback to AllenNLP config file?","<machine-learning><pytorch><transfer-learning><allennlp>","2","0","","","","CC BY-SA 4.0"
"67980985","1","","","2021-06-15 06:21:27","","0","16","<p><strong>Which is best pretrained model now in AllenNlp to use for Semantic search engine?</strong></p>
<p>I have one pretrained model, but it's built in 2017. I think by this time we will have so many new pretrained models.</p>
<pre><code>predictor = Predictor.from_path(&quot;https://s3-us-west-2.amazonaws.com/allennlp/models/bidaf-model-2017.09.15-charpad.tar.gz&quot;)
</code></pre>
<p>The above is the pretrained model i saw.</p>
<p><strong>Can anyone suggest the latest and best AllenNlp pretrained model for semantic search engine?</strong></p>
","15224778","","","","","2021-06-15 06:21:27","Which is best pretrained model now in AllenNlp to use for Semantic search engine?","<nlp><pytorch><bert-language-model><allennlp>","0","0","","","","CC BY-SA 4.0"
"65851398","1","","","2021-01-22 19:14:22","","1","79","<p>Is it already possible to install AllenNLP on Raspbian? I can install AllenNLP on Windows 10 Python 64 bit, but not yet on a RPi4.</p>
<p>I've already tried to install AllenNLP via Miniconda, pip and docker but none worked out for me.</p>
<p>Reference readme of their github: (<a href=""https://github.com/allenai/allennlp#installation"" rel=""nofollow noreferrer"">https://github.com/allenai/allennlp#installation</a>)</p>
<p>I'm kinda new in this world so if anyone would have a working allennlp package with these specifications:</p>
<ul>
<li>Raspbian 10 Buster</li>
<li>aarch64</li>
<li>Python 3.7</li>
</ul>
<p>and specify the steps, it would be awesome!</p>
<p>Is there any wheel package already available?</p>
<p>I really want to use a Semantice Role Labeling model of AllenNLP (<a href=""https://demo.allennlp.org/semantic-role-labeling/semantic-role-labeling"" rel=""nofollow noreferrer"">https://demo.allennlp.org/semantic-role-labeling/semantic-role-labeling</a>) but when i try pip3 install allennlp==1.0.0 allennlp-models==1.0.0 i get this:</p>
<p><a href=""https://i.stack.imgur.com/cR4nK.png"" rel=""nofollow noreferrer"">image of pip install</a></p>
<p>Am I doing something wrong? I already have pytorch installed on version 1.6.0 (output of script.py)</p>
<p>Any help would be awesome!</p>
<p>Have a good day</p>
<p>Lennert</p>
","15061737","","4017881","","2021-01-30 17:29:58","2021-01-30 17:29:58","Is it possible to install python package AllenNLP on RPi4?","<python><raspberry-pi><raspbian><allennlp>","1","1","","","","CC BY-SA 4.0"
"67779179","1","","","2021-05-31 19:13:20","","0","46","<p>I'm using the allennlp library and I'm trying to get the following lines to work offline. The computer where I will be deploying has no access to the internet:</p>
<pre><code>ee = allennlp.commands.elmo.ElmoEmbedder(
        options_file=options_file, 
        weight_file=weight_file, 
        cuda_device=cuda_device
    )
</code></pre>
<p>Where options_file and weight_file are:<br />
<code>options_file = &quot;https://allennlp.s3.amazonaws.com/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json&quot;</code>,<br />
<code>weight_file = &quot;https://allennlp.s3.amazonaws.com/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5&quot;</code> and<br />
<code>cuda_device = 0</code> or <code>1</code>.</p>
<p>How can I save those two files to a folder so that they work offline? Thanks!</p>
<p>By the way. I have 2 json files and 2 other files on my <code>~/.allennlp/cache</code> folder that were created when I ran the command.</p>
","1267849","","3607203","","2021-06-01 07:44:45","2021-06-01 07:44:45","How to fetch elmo embeddings offline?","<nlp><named-entity-recognition><allennlp><flair>","0","1","","","","CC BY-SA 4.0"
"67983392","1","","","2021-06-15 09:12:54","","0","63","<p><code>allennlp.common.checks.ConfigurationError:</code> <code>from_params</code> was passed a <code>params</code> object that was not a <code>Params</code>. This probably indicates malformed parameters in a configuration file, where something that should have been a dictionary was actually a list, or something else. This happened when constructing an object of type <code>&lt;class 'allennlp.nn.initializers.InitializerApplicator'&gt;</code>.</p>
","16231539","","13440669","","2021-06-15 09:27:43","2021-06-15 09:27:43","allennlp.common.checks.ConfigurationError","<allennlp>","0","2","","","","CC BY-SA 4.0"
"67990773","1","","","2021-06-15 17:13:53","","0","25","<p>does anyone has an idea what is the input text size limit that can be passed to the
predict(passage, question) method of the AllenNLP Predictors.</p>
<p>I have tried with passage of 30-40 sentences, which is working fine. But eventually it is not working for me when I am passing some significant amount of text around 5K statement.</p>
","1731856","","","","","2021-06-18 16:29:17","Size of input allowed in AllenNLP - Predict when using a Predictor","<pytorch><prediction><allennlp>","1","0","","","","CC BY-SA 4.0"
"66520279","1","66609269","","2021-03-07 19:03:30","","0","97","<p>The official document of AllenNLP suggests specifying &quot;validation_data_path&quot; in the configuration file, but what if one wants to construct a dataset from a single source and then randomly split it into train and validation datasets with a given ratio?</p>
<p>Does AllenNLP support this? I would greatly appreciate your comments.</p>
","2598787","","","","","2021-03-13 01:26:41","How to write a configuration file to tell the AllenNLP trainer to randomly split dataset into train and dev","<allennlp>","1","0","","","","CC BY-SA 4.0"
"67950416","1","","","2021-06-12 15:40:12","","0","48","<p>I was trying to load a installed semantic role labeling model locally. I put the model.tar file in the same location as the python script. When loading the model from the link,</p>
<pre><code>Predictor.from_path(&quot;https://storage.googleapis.com/allennlp-public-models/structured-prediction-srl-bert.2020.12.15.tar.gz&quot;)
</code></pre>
<p>the code works fine.</p>
<p>However, If I load the installed model from local <code>Predictor.from_path(&quot;model.tar.gz&quot;)</code></p>
<p>Then the error message will pop up.</p>
<pre><code>raise FileNotFoundError(f&quot;file {url_or_filename} not found&quot;)
FileNotFoundError: file model.tar.gz not found
</code></pre>
<p>When print the location of the current path use the code <code>print(os.getcwd())</code> , it prints the correct location.</p>
<p>What did I do wrong?
Thank you</p>
","9241131","","","","","2021-06-12 15:40:12","Allennlp is not able to load model.tar.gz locally, FileNotFoundError","<pytorch><allennlp>","0","1","","","","CC BY-SA 4.0"
"67991110","1","","","2021-06-15 17:40:33","","0","26","<p>What is the max passage limit or hardware limit to use transformer-qa model for reading comprehension in allennlp:</p>
<p><strong>Predictor.from_path('https://storage.googleapis.com/allennlp-public-models/transformer-qa-2020-10-03.tar.gz').predict(passage=passage, question=question)</strong></p>
<p>I'm getting &quot;DefaultCPUAllocator: not enough memory: you tried to allocate 23437770752 bytes. Buy new RAM!&quot; error</p>
","11056287","","","","","2021-06-30 23:52:13","Passage limit for Reading comprehension by using Transformer QA pretrained model in allennlp","<deep-learning><nlp><transformer><question-answering><allennlp>","1","0","","","","CC BY-SA 4.0"
"59771715","1","","","2020-01-16 14:23:46","","1","108","<p>We have a production scenario with users invoking expensive NLP functions running for short periods of time (say 30s). Because of the high load and intermittent usage, we're looking into Lambda function deployment. However - our packages are big. </p>

<p>I'm trying to fit AllenNLP in a lambda function, which in turn depends on pytorch, scipy, spacy and numpy and a few other libs. </p>

<h2>What I've tried</h2>

<p>Following recommendations made <a href=""https://medium.com/@angelatao0123/serving-pytorch-nlp-models-on-aws-lambda-f735190ec16c"" rel=""nofollow noreferrer"">here</a> and the example <a href=""https://github.com/ryfeus/lambda-packs"" rel=""nofollow noreferrer"">here</a>, tests and additional files are removed. I also use a non-cuda version of Pytorch which gets its' size down. I can package an AllenNLP deployment down to about 512mb. Currently, this is still too big for AWS Lambda. </p>

<h2>Possible fixes?</h2>

<p>I'm wondering if anyone of has experience with one of the following potential pathways:</p>

<ol>
<li><p>Cutting PyTorch out of AllenNLP. Without Pytorch, we're in reach of getting it to 250mb. We only need to load archived models in production, but that does seem to use some of the PyTorch infrastructure. Maybe there are alternatives?</p></li>
<li><p>Invoking PyTorch in (a fork of) AllenNLP as a second lambda function. </p></li>
<li><p>Using S3 to deliver some of the dependencies: SIMlinking some of the larger <code>.so</code> files and serving them from an S3 bucket might help. This does create an additional problem: the Semnatic Role Labelling we're using from AllenNLP also requires some language models of around 500mb, for which the ephemeral storage could be used - but maybe these can be streamed directly into RAM from S3?</p></li>
</ol>

<p>Maybe i'm missing an easy solution. Any direction or experiences would be much appreciated!</p>
","7967438","","","","","2020-01-16 15:36:45","How to circumvent AWS package and ephemeral limits for large packages + large models","<python><aws-lambda><pytorch><allennlp>","1","0","","","","CC BY-SA 4.0"
"68166242","1","68295217","","2021-06-28 15:40:08","","0","22","<p>I have learned to use AMP and GA tricks on training model from <a href=""https://medium.com/ai2-blog/tutorial-training-on-larger-batches-with-less-memory-in-allennlp-1cd2047d92ad"" rel=""nofollow noreferrer"">https://medium.com/ai2-blog/tutorial-training-on-larger-batches-with-less-memory-in-allennlp-1cd2047d92ad</a>,
But it seems not supported in the 2.4.0 ?</p>
<p>File &quot;/root/anaconda3/envs/allennlp/lib/python3.6/site-packages/allennlp/training/util.py&quot;, line 217, in create_serialization_dir
f&quot;Value for '{key}' in training configuration does not match that the value in &quot;</p>
","9594332","","","","","2021-07-08 03:23:10","how to use amp training in Allennlp 2.4.0?","<allennlp>","1","4","","","","CC BY-SA 4.0"
"67327156","1","","","2021-04-30 01:42:22","","0","145","<p>I'm using python 3.7 and pytorch in google colab.
I installed</p>
<pre><code>Pip install alennlp==2.4.0
pip install allennlp-models
</code></pre>
<p>In google colab, but when I run this code:
allennlp train experiments/oie_labeler_crf.json -s ~/Desktop/PHD/NLP/large-scale-oie/results/classic_train_crf --include-package large_scale_oie</p>
<p>I get this error:</p>
<pre><code>File &quot;/content/large-scale-oie/large_scale_oie/dataset_readers/oie_reader.py&quot;, line 12, in
from allennlp.data.dataset_readers.dataset_utils import Ontonotes, OntonotesSentence
ImportError: cannot import name 'Ontonotes' from 'allennlp.data.dataset_readers.dataset_utils' (/usr/local/lib/python3.7/dist-packages/allennlp/data/dataset_readers/dataset_utils/init.py)
</code></pre>
<p>Please help me! What do I do?</p>
","5028133","","10860403","","2021-04-30 08:37:52","2021-10-12 00:39:23","ImportError: cannot import name 'Ontonotes' from 'allennlp.data.dataset_readers.dataset_utils'","<python-3.x><pytorch><allennlp>","1","2","","","","CC BY-SA 4.0"
"67345651","1","","","2021-05-01 11:18:51","","0","18","<p>I'm using pytorch in google colab. I have python 3.7 and allennlp 2.4.0 and allen-models.
when I run my code, I get this error:</p>
<p>Cannot register srl_bert as Model; name already in use for SrlBert</p>
<p>what do I do?</p>
","5028133","","","","","2021-05-01 11:18:51","Cannot register srl_bert as Model; name already in use for SrlBert","<python-3.x><pytorch><allennlp>","0","0","","","","CC BY-SA 4.0"
"67767604","1","","","2021-05-31 03:31:30","","0","52","<p>I want to use ElmoEmbedder from Elmo.</p>
<p>Requirements:
Python 3.6 - lower versions of Python do not work
AllenNLP 0.5.1 - to compute the ELMo representations
Keras 2.2.0 - For the creation of BiLSTM-CNN-CRF architecture</p>
<p>When i install allennlp 0.5.0, i got error like this.</p>
<pre><code>ERROR: Could not find a version that satisfies the requirement torch==0.4.0 (from allennlp) (from versions: 0.1.2, 0.1.2.post1, 0.1.2.post2, 1.7.0, 1.7.1, 1.8.0, 1.8.1) ERROR: No matching distribution found for torch==0.4.0
</code></pre>
<p>So i install the torch 0.4.0 but it gave me another error like this</p>
<pre><code>ERROR: Could not find a version that satisfies the requirement torch==0.4.0 (from versions: 0.1.2, 0.1.2.post1, 0.1.2.post2, 1.7.0, 1.7.1, 1.8.0, 1.8.1) ERROR: No matching distribution found for torch==0.4.0
</code></pre>
<p>So, how can i install allennlp 0.5.0?</p>
","15092867","","","","","2021-05-31 03:31:30","Can't install allennlp 0.5.0 in Colab","<python><allennlp><elmo>","0","3","","","","CC BY-SA 4.0"
"67798417","1","67826955","","2021-06-02 03:08:16","","0","16","<p>I'm migrating my allennlp model from classes to config and there's one last construct I'm having problems with.</p>
<p>I'm using a feedforward projection layer in my LSTM CRF decoder, i.e.</p>
<pre><code>vocab_size = vocab.get_vocab_size(&quot;tokens&quot;)

feedforward = FeedForward(
    input_dim=encoder.get_output_dim(), 
    num_layers=2,
    hidden_dims=[text_field_embedder.get_output_dim(), vocab_size],
    activations=[Activation.by_name(Activation.by_name(&quot;relu&quot;),Activation.by_name(&quot;linear&quot;)(),],
    dropout=[0.15,0.15],
    )

model = CrfTagger(
    vocab=vocab, 
    text_field_embedder=text_field_embedder,
    encoder=encoder,
    feedforward=feedforward,
    )
</code></pre>
<p>The issue I'm running into is how to express the last hidden dim size (vocab_size) in json, since it's dependent on the runtime value of <code>vocab.get_vocab_size(&quot;tokens&quot;)</code>?</p>
<p>It seems that I need to either construct FeedForward inside CrfTagger (so I have access to vocab at runtime) or create my own FeedForward derived class.</p>
<p>I'm wondering if there's a cleaner way, is there a way I can register a constructor for FeedForward (essentially a factory function)?</p>
","2981639","","","","","2021-06-03 18:30:44","Specifiying feedforward size based on vocab size in crf_tagger using allennlp config","<allennlp>","1","0","","","","CC BY-SA 4.0"
"66799479","1","","","2021-03-25 12:27:13","","2","69","<p>i'm using Scispacy (which is awesome!) but when I type 'tau' into the app found here <a href=""https://scispacy.apps.allenai.org/"" rel=""nofollow noreferrer"">https://scispacy.apps.allenai.org/</a>
the UMLS entity gives me the canonical name of 'MAPT gene' which is what I want.
But when I do the exact same thing in my python code based on the app code (see here <a href=""https://gist.github.com/DeNeutoy/b20860b40b9fa9d33675893c56afde42"" rel=""nofollow noreferrer"">https://gist.github.com/DeNeutoy/b20860b40b9fa9d33675893c56afde42</a>)
the first canonical name on the list is 'uridine triacetate' (the second is 'MAPT gene')</p>
<p>in the app code there is the call 'if show_only_top:break' so I assume somehow their app implementation orders the linked entities differently.</p>
<p>if someone can explain the difference in ordering and how to fix that would be great thanks!!</p>
","14014871","","","","","2021-04-05 20:34:33","what controls the order of UMLS linked entities from scispacy if the scores are all 1","<spacy><allennlp><entity-linking>","1","0","","","","CC BY-SA 4.0"
"67360264","1","67392050","","2021-05-02 19:14:02","","-1","56","<p>Is there a parameter that I can set in the config file (maybe for the trainer?) that would save the model (archive) after each epoch or after a specific number of steps?
I'm using seq2seq dataloader and &quot;composed_seq2seq&quot; as my model. This is how my trainer looks like currently:</p>
<pre><code>&quot;trainer&quot;: {
&quot;num_epochs&quot;: 50,
&quot;cuda_device&quot;: 0,
&quot;optimizer&quot;: {
  &quot;type&quot;: &quot;adamw&quot;,
  &quot;lr&quot;: 0.0005
}
</code></pre>
","15787679","","15787679","","2021-05-02 19:21:56","2021-05-06 23:03:09","Save model after each epoch - AllenNLP","<allennlp>","1","0","","","","CC BY-SA 4.0"
