,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
1732,https://github.com/explosion/spaCy/issues/5642,5642,"[{'id': 881665973, 'node_id': 'MDU6TGFiZWw4ODE2NjU5NzM=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20parser', 'name': 'feat / parser', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Dependency Parser'}, {'id': 925719279, 'node_id': 'MDU6TGFiZWw5MjU3MTkyNzk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/more-info-needed', 'name': 'more-info-needed', 'color': 'f6f6f6', 'default': False, 'description': 'This issue needs more information'}, {'id': 1025171697, 'node_id': 'MDU6TGFiZWwxMDI1MTcxNjk3', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/perf%20/%20accuracy', 'name': 'perf / accuracy', 'color': 'B35905', 'default': False, 'description': 'Performance: accuracy'}]",closed,2020-06-24 19:23:16+00:00,,4,Differences in dependency trees built by models of different versions,"Hello!

I trained a tagger/parser for portuguese using spaCy 2.1.8 and got a consistent model (let's call it model A), but, when I upgraded to spaCy 2.2, I discovered it didn't work the same way in the newer version. I trained a new model (model B) for this version using the exact same corpus and got metrics (tokenizer, tags, uas and las) relatively close to the ones presented by model A, as show in the table below.

| metric | model A<br>(spaCy 2.1.8) | model B<br>(spaCy 2.2) |
|:-:|:-:|:-:|
| tokenizer | 98.55 | 98.35 |
| tags | 94.71 | 96.98 |
| uas | 85.76 | 85.48 |
| las | 82.52 | 82.12 |

However, when the models are used to annotate the same sentence, they give different results. For example, in the sentence `[...] ou seja ser谩 necess谩rios dois planetas para suprir a demanda [...]`, model A builds the following dependency tree:

![Batelada](https://user-images.githubusercontent.com/44068014/85617946-6e1b6600-b636-11ea-8307-21c2c7dab4c9.png)

In the meantime, model B builds a slightly different tree, as shown below. 

![Quarentena](https://user-images.githubusercontent.com/44068014/85617959-72e01a00-b636-11ea-9267-142100b6f533.png)

I know there is a difference in how models apply lemmas from spaCy 2.1 to 2.2, but is there any other changes that could affect the model behaviour? How can two models trained with the exact same corpus and with similar metrics can diverge while constructing dependency trees?",,,1,,,,,1,,
19,https://github.com/explosion/spaCy/issues/2813,2813,"[{'id': 111380490, 'node_id': 'MDU6TGFiZWwxMTEzODA0OTA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/usage', 'name': 'usage', 'color': '087EA6', 'default': False, 'description': 'General spaCy usage'}, {'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}]",closed,2018-09-29 12:33:29+00:00,,3,Using a new spacy version in other projects,"I have used Spacy and developed it for a new language. I have built it and I assumed that is ready. however I can't use it in other projects. I want to use Rasa chatbot which is using spacy. How can I use my own spacy instead of the global one???


* Operating System: Linux
* Python Version Used: 3.6

",,,,,,,,1,,
23,https://github.com/explosion/spaCy/issues/2819,2819,"[{'id': 881666463, 'node_id': 'MDU6TGFiZWw4ODE2NjY0NjM=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20serialize', 'name': 'feat / serialize', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Serialization, saving and loading'}]",closed,2018-10-03 01:37:33+00:00,,2,Can't Pickle with Pyspark & spaCy version 2.0.12,"Hi,

I am facing this error  while using the textcat model with Apache Spark

`PicklingError: Can't pickle <cyfunction LinearModel.<lambda> at 0x10487c498>`",,,,,,,,1,,
99,https://github.com/explosion/spaCy/issues/2916,2916,"[{'id': 111380490, 'node_id': 'MDU6TGFiZWwxMTEzODA0OTA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/usage', 'name': 'usage', 'color': '087EA6', 'default': False, 'description': 'General spaCy usage'}, {'id': 1025171280, 'node_id': 'MDU6TGFiZWwxMDI1MTcxMjgw', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/perf%20/%20speed', 'name': 'perf / speed', 'color': 'B35905', 'default': False, 'description': 'Performance: speed'}]",closed,2018-11-09 18:09:14+00:00,,2,Which version of Spacy should I use in order to take advantage of multiprocessing on CPUs?,"Hi, which version of Spacy should I use in order to take advantage of multiprocessing?

This is my code:
```
start = time.time()
for doc in nlp.pipe(array_texts, batch_size=args.batchSize, n_threads=args.nThreads):
    result.append(doc.cats)
print('Time Elapsed {} ms'.format((time.time() - start)*1000))

```
array_texts is a numpy array with mutiple texts.

* Operating System: CentOS Linux release 7.4.1708 (Core)
* Python Version Used: 3.6.5
* spaCy Version Used: 2.0.12 (installed using: pip install spacy)
* Environment Information: Anaconda 3
* Hardware: Intel(R) Xeon(R) Platinum 8153 CPU

_Originally posted by @felipheggaliza in https://github.com/explosion/spaCy/issue_comments#issuecomment-437445351_",,,,,,,,1,,
166,https://github.com/explosion/spaCy/issues/3018,3018,"[{'id': 621625469, 'node_id': 'MDU6TGFiZWw2MjE2MjU0Njk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/third-party', 'name': 'third-party', 'color': 'f6f6f6', 'default': False, 'description': 'Third-party packages and services'}, {'id': 642658286, 'node_id': 'MDU6TGFiZWw2NDI2NTgyODY=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/lang%20/%20ja', 'name': 'lang / ja', 'color': '726DA8', 'default': False, 'description': 'Japanese language data and models'}]",closed,2018-12-06 15:28:18+00:00,,3,New mecab-python3 version breaks Japanese,"The python package used for Mecab, [mecab-python3](https://github.com/SamuraiT/mecab-python3), had a release for the first time since 2014 recently. Unfortunately one of the parts spaCy relies on is broken, see SamuraiT/mecab-python3#19. 

Since this is an optional dependency I don't think we can peg an old version for it, but maybe we should put a note somewhere if it's not fixed quickly. I will see what I can do about fixing it upstream.

## How to reproduce the behaviour
<!-- Include a code example or the steps that led to the problem. Please try to be as specific as possible. -->

    import spacy
    ja = spacy.blank('ja')
    print(ja(""a b c d""))
    # output: a b c db c dc dd

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->

* **spaCy version:** 2.0.18
* **Platform:** Linux-4.18.9-arch1-1-ARCH-x86_64-with-arch
* **Python version:** 3.7.1",,,,,,,,1,,
234,https://github.com/explosion/spaCy/issues/3128,3128,"[{'id': 111380490, 'node_id': 'MDU6TGFiZWwxMTEzODA0OTA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/usage', 'name': 'usage', 'color': '087EA6', 'default': False, 'description': 'General spaCy usage'}, {'id': 881752122, 'node_id': 'MDU6TGFiZWw4ODE3NTIxMjI=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20cli', 'name': 'feat / cli', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Command-line interface'}]",closed,2019-01-08 14:07:54+00:00,,4,Conversion to IOB2 failing,"Hi,

following the closure of a previous request (#2970), for the conversion of the format IOB2, I was attempting a conversion with Spacy Version: 2.0.18 and Python 3.
The error message is ValueError: too many values to unpack (expected 2), below a detail.

The test is done with the same IOB2 file content of #2970  
Alex|I-PER
is|O
going|O
to|O
Los|B-LOC
Angeles|I-LOC

Any help is appreciated.

MyMac-iMac:Spacy itsme$ python3 -m spacy convert my_test.iob2 . -c iob
Traceback (most recent call last):
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/runpy.py"", line 193, in _run_module_as_main
    ""__main__"", mod_spec)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/runpy.py"", line 85, in _run_code
    exec(code, run_globals)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/spacy/__main__.py"", line 31, in <module>
    plac.call(commands[command], sys.argv[1:])
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/plac_core.py"", line 328, in call
    cmd, result = parser.consume(arglist)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/plac_core.py"", line 207, in consume
    return cmd, self.func(*(args + varargs + extraopts), **kwargs)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/spacy/cli/convert.py"", line 47, in convert
    n_sents=n_sents, use_morphology=morphology)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/spacy/cli/converters/iob2json.py"", line 16, in iob2json
    sentences = read_iob(file_)
  File ""/Library/Frameworks/Python.framework/Versions/3.6/lib/python3.6/site-packages/spacy/cli/converters/iob2json.py"", line 35, in read_iob
    words, iob = zip(*tokens)
ValueError: too many values to unpack (expected 2)",,,,,,,,1,,
314,https://github.com/explosion/spaCy/issues/3248,3248,"[{'id': 111380485, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/bug', 'name': 'bug', 'color': 'DD2A27', 'default': True, 'description': 'Bugs and behaviour differing from documentation'}, {'id': 496348994, 'node_id': 'MDU6TGFiZWw0OTYzNDg5OTQ=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/%F0%9F%8C%99%20nightly', 'name': '馃寵 nightly', 'color': 'ffffff', 'default': False, 'description': 'Discussion and contributions related to nightly builds'}, {'id': 881682577, 'node_id': 'MDU6TGFiZWw4ODE2ODI1Nzc=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20matcher', 'name': 'feat / matcher', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Token, phrase and dependency matcher'}]",closed,2019-02-08 07:18:51+00:00,,4,pickling of PhraseMatcher not resolved yet in version '2.1.0a6' (nightly build),"#1971 Issue show that pickling is solved for PhraseMatcher. But, there still seems to be a bug in version **2.1.0a6**

Minimal reproducible example
```python
import spacy
from spacy.matcher import PhraseMatcher
import pickle

nlp = spacy.load(""en"")
matcher = PhraseMatcher(nlp.vocab, attr='LOWER')
matcher.add('president', None, nlp(u""Barack Obama""), nlp(u""Trump""))
matcher.add('health', None, nlp(u""health care reform""), nlp(u""hospital""))
print(len(matcher)) # shows 4
with open(""./phrase_matcher.pkl"", 'wb') as f:
    pickle.dump(obj=matcher,file=f)

with open(""./phrase_matcher.pkl"", 'rb') as f:
    loaded_matcher = pickle.load(f)
print(len(loaded_matcher)) # shows 0
```

## One more Bug:

According to documentation: `len(matcher)` should show 2 (only number of rule keys). But here it shows 4 (number of rules)",,,,,,,,1,,
358,https://github.com/explosion/spaCy/issues/3315,3315,"[{'id': 514704814, 'node_id': 'MDU6TGFiZWw1MTQ3MDQ4MTQ=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/examples', 'name': 'examples', 'color': '087EA6', 'default': False, 'description': 'Code examples in /examples'}, {'id': 881665727, 'node_id': 'MDU6TGFiZWw4ODE2NjU3Mjc=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20textcat', 'name': 'feat / textcat', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Text Classifier'}]",closed,2019-02-22 18:14:03+00:00,,5,TextClassifier example gives very different results between versions 2.0.18 and 2.1,"## How to reproduce the behaviour
Install spacy 2.0.18, download the english language models, and run the example text classifier program https://github.com/explosion/spaCy/blob/master/examples/training/train_textcat.py with -m en_core_web_md -o output_md2_0 .  The only change made to the example program was to print the spacy version.

You get reasonable results:

python3 train_textcat.py -m en_core_web_md -o output_md2_0
spacy 2.0.18  <- I added this output to the program to display which version is being used
Loaded model 'en_core_web_md'
Loading IMDB data...
Using 2000 examples (1600 training, 400 evaluation)
Training the model...
LOSS 	  P  	  R  	  F  
86.797	0.850	0.754	0.799
33.462	0.851	0.846	0.848
13.090	0.851	0.846	0.848
6.030	0.843	0.856	0.850
3.122	0.839	0.882	0.860
2.093	0.832	0.887	0.859
1.040	0.831	0.882	0.856
0.980	0.831	0.856	0.843
0.599	0.833	0.846	0.840
0.779	0.833	0.872	0.852
0.371	0.836	0.862	0.848
0.289	0.824	0.862	0.842
0.227	0.823	0.856	0.839
0.223	0.817	0.846	0.831
0.190	0.831	0.856	0.843
0.407	0.839	0.856	0.848
0.169	0.842	0.846	0.844
0.392	0.838	0.851	0.845
0.187	0.838	0.851	0.845
0.447	0.843	0.856	0.850
This movie sucked {'POSITIVE': 0.2305149883031845}
Saved model to output_md2_0
Loading from output_md2_0
This movie sucked {'POSITIVE': 0.13291716575622559}

It does seem a bit odd that the classification is better after reloading the model from disk, but either result is reasonable.

Now setup a 2.1.0a9.dev0 (I also saw this with 2.1.0a7) environment and run the same command line again

python3 train_textcat.py -m en_core_web_md -o output_md2_1
spacy 2.1.0a9.dev0 <- I added this output to the program to display which version is being used
Loaded model 'en_core_web_md'
Loading IMDB data...
Using 2000 examples (1600 training, 400 evaluation)
Training the model...
LOSS 	  P  	  R  	  F  
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
176.750	0.537	1.000	0.699
This movie sucked {'POSITIVE': 1.0}
Saved model to output_md2_1
Loading from output_md2_1
This movie sucked {'POSITIVE': 1.0}

As you can see the model doesn't train well and the results of predictions are totally incorrect.  I saw the same results when using the small model and no model. 


## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System: Linux-4.9.125-linuxkit-x86_64-with-Ubuntu-18.04-bionic
* Python Version Used: 3.6.7
* spaCy Version Used: 2.0.18 and 2.1.0a9.dev0 (results also seen with 2.1.0a7)
* Environment Information:
",,,,,,,,1,,
490,https://github.com/explosion/spaCy/issues/3506,3506,"[{'id': 925719279, 'node_id': 'MDU6TGFiZWw5MjU3MTkyNzk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/more-info-needed', 'name': 'more-info-needed', 'color': 'f6f6f6', 'default': False, 'description': 'This issue needs more information'}, {'id': 1025171280, 'node_id': 'MDU6TGFiZWwxMDI1MTcxMjgw', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/perf%20/%20speed', 'name': 'perf / speed', 'color': 'B35905', 'default': False, 'description': 'Performance: speed'}]",closed,2019-03-29 16:19:33+00:00,,5,Spacy nlp (v2.1.3) using all threads with Mac OS and conda version of numpy,"I am aware that in spacy 2.0 n_threads was not kept into account while running spacy nlp and all the threads available were used for the computations. (https://github.com/explosion/spaCy/issues/2075)
According to the cited issue, this should have been fixed with spacy 2.1.

I noticed that I have the same problem with spacy 2.1.3 and the conda version of numpy installed (on Mac OS X). If switching to the pip numpy only 1 thread is used as expected.

Thanks for taking this into account!

## My Environment
* Operating System: Mac OS X
* Python Version Used: 3.6.8
* spaCy Version Used: 2.1.3
* Environment Information: conda


",,,,,,,,1,,
615,https://github.com/explosion/spaCy/issues/3697,3697,"[{'id': 111380487, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODc=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/enhancement', 'name': 'enhancement', 'color': '20834E', 'default': True, 'description': 'Feature requests and improvements'}, {'id': 111380488, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODg=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/help%20wanted', 'name': 'help wanted', 'color': 'f6f6f6', 'default': True, 'description': 'Contributions welcome!'}, {'id': 881666230, 'node_id': 'MDU6TGFiZWw4ODE2NjYyMzA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20vectors', 'name': 'feat / vectors', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Word vectors and similarity'}]",closed,2019-05-07 20:18:17+00:00,,5,Make most_similar work like Gensim's version,"## Feature description
<!-- Please describe the feature: Which area of the library is it related to? What specific solution would you like? -->

Currently `nlp.vocab.vectors.most_similar()` returns only the single most similar vector for each vector passed to it. Gensim's `most_similar()` [returns the n-most similar vectors to a given vector](https://radimrehurek.com/gensim/models/keyedvectors.html#gensim.models.keyedvectors.BaseKeyedVectors.most_similar). This seems like a more useful implementation.

## Could the feature be a [custom component](https://spacy.io/usage/processing-pipelines#custom-components) or [spaCy plugin](https://spacy.io/universe)?
If so, we will tag it as [`project idea`](https://github.com/explosion/spaCy/labels/project%20idea) so other users can take it on.
This would not be a custom component or plugin.
",,,,,,,,1,,
731,https://github.com/explosion/spaCy/issues/3845,3845,"[{'id': 542391290, 'node_id': 'MDU6TGFiZWw1NDIzOTEyOTA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/meta', 'name': 'meta', 'color': 'f6f6f6', 'default': False, 'description': 'Meta topics, e.g. repo organisation and issue management'}]",closed,2019-06-13 19:00:16+00:00,,2,What is spacy's versioning philosophy?,"What is spacy's versioning philosophy? The models have notes in the README on how to interpret versioning but there's no equivalent for the library. While I understand that semantic versioning is the expectation here, I'm not clear on what the definition of a ""backwards compatible bugfix"" (patch update) is with respect to an NLP library. For example, in the 2.1.4 notes there is a bugfix that modifies the stopword list (issue #3530). For consumers that expect a particular parsing behavior (e.g. a model trained on spacy output) such a change could lead to an unexpected result. So is that really backwards-compatible from the perspective of a user?

Also, minor version updates in spacy sometimes require new models, which also doesn't seem backwards compatible.  

-- Eric",,,,,,,,1,,
737,https://github.com/explosion/spaCy/issues/3851,3851,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 446637424, 'node_id': 'MDU6TGFiZWw0NDY2Mzc0MjQ=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/conda', 'name': 'conda', 'color': '676F6D', 'default': False, 'description': 'conda package manager'}]",closed,2019-06-14 17:05:29+00:00,,4,Problem upgrading to version 2.1.4 via conda-forge,"## Problem
I have been trying to upgrade to version 2.1.4 using conda-forge, however, without success, i only seem to be able to reach version 2.0.12. Would you be able to assist please?

And keep up the great work!

## How to reproduce the problem
Using command: conda install -c conda-forge spacy 


## Environment info
spaCy version: 2.0.12
Platform: Windows-10-10.0.17763-SP0
Python version 3.7.1

",,,,,,,,1,,
958,https://github.com/explosion/spaCy/issues/4183,4183,"[{'id': 111380489, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/invalid', 'name': 'invalid', 'color': 'f6f6f6', 'default': True, 'description': 'Invalid issues: typos, mistakes etc.'}]",closed,2019-08-23 10:45:02+00:00,,2,"File ""/tmp/pip-build-gyfVq7/numpy/setup.py"", line 31, in <module>   raise RuntimeError(""Python version >= 3.5 required."")","<!-- Before submitting an issue, make sure to check the docs and closed issues to see if any of the solutions work for you. Installation problems can often be related to Python environment issues and problems with compilation. -->

## How to reproduce the problem
<!-- Include the details of how the problem occurred. Which command did you run to install spaCy? Did you come across an error? What else did you try? -->

```bash
# copy-paste the error message here
```

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System:
* Python Version Used:
* spaCy Version Used:
* Environment Information:
",,,,,,,,1,,
959,https://github.com/explosion/spaCy/issues/4184,4184,"[{'id': 111380489, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/invalid', 'name': 'invalid', 'color': 'f6f6f6', 'default': True, 'description': 'Invalid issues: typos, mistakes etc.'}]",closed,2019-08-23 10:45:03+00:00,,2,"File ""/tmp/pip-build-gyfVq7/numpy/setup.py"", line 31, in <module>   raise RuntimeError(""Python version >= 3.5 required."")","<!-- Before submitting an issue, make sure to check the docs and closed issues to see if any of the solutions work for you. Installation problems can often be related to Python environment issues and problems with compilation. -->

## How to reproduce the problem
<!-- Include the details of how the problem occurred. Which command did you run to install spaCy? Did you come across an error? What else did you try? -->

```bash
# copy-paste the error message here
```

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System:
* Python Version Used:
* spaCy Version Used:
* Environment Information:
",,,,,,,,1,,
960,https://github.com/explosion/spaCy/issues/4185,4185,"[{'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 621625469, 'node_id': 'MDU6TGFiZWw2MjE2MjU0Njk=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/third-party', 'name': 'third-party', 'color': 'f6f6f6', 'default': False, 'description': 'Third-party packages and services'}]",closed,2019-08-23 10:45:05+00:00,,7,RuntimeError Error: Numpy 1.15.0 requires Python version >= 3.5.,"<!-- Before submitting an issue, make sure to check the docs and closed issues to see if any of the solutions work for you. Installation problems can often be related to Python environment issues and problems with compilation. -->

## How to reproduce the problem
<!-- Include the details of how the problem occurred. Which command did you run to install spaCy? Did you come across an error? What else did you try? -->

```bash
# copy-paste the error message here
```

## Your Environment
<!-- Include details of your environment. If you're using spaCy 1.7+, you can also type `python -m spacy info --markdown` and copy-paste the result here.-->
* Operating System:
* Python Version Used:
* spaCy Version Used:
* Environment Information:
",,,,,,,,1,,
332,https://github.com/explosion/spaCy/issues/3277,3277,"[{'id': 634628353, 'node_id': 'MDU6TGFiZWw2MzQ2MjgzNTM=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/lang%20/%20es', 'name': 'lang / es', 'color': '726DA8', 'default': False, 'description': 'Spanish language data and models'}, {'id': 881718446, 'node_id': 'MDU6TGFiZWw4ODE3MTg0NDY=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/feat%20/%20tokenizer', 'name': 'feat / tokenizer', 'color': 'ddfc74', 'default': False, 'description': 'Feature: Tokenizer'}, {'id': 1025171697, 'node_id': 'MDU6TGFiZWwxMDI1MTcxNjk3', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/perf%20/%20accuracy', 'name': 'perf / accuracy', 'color': 'B35905', 'default': False, 'description': 'Performance: accuracy'}]",closed,2019-02-14 16:06:29+00:00,,2,Incorrect tokenization of dash punctuation in Spanish,"In Spanish text, the conventions for using dashes and em-dashes as punctuation seems to be considerably different than in English. Spacy often does not tokenize the dash or em-dash as a separate token, instead keeping it attached to the closest word.

For example, the Spanish sentence:
鈥擸o me llamo... 鈥搈urmur贸 el ni帽o鈥?Emilio S谩nchez P茅rez.
English Translation:
""My name is..."", murmured the boy, ""Emilio Sanchez Perez.""

Here, the Spanish dash is used like a comma. The em-dash at the beginning of the sentence is used like a double quote. I believe that the fact that there is no space between the dash and word is throwing off the tokenizer.

The Spanish sentence above is tokenized as:
鈥擸o
me
llamo
...
鈥搈urmur贸
el
ni帽o鈥?
Emilio
S谩nchez
P茅rez
.

I would expect the tokenization to be
鈥?
Yo
me
llamo
...
鈥?
murmur贸
el
ni帽o
鈥?
Emilio
S谩nchez
P茅rez
.

## Your Environment
* **spaCy version:** 2.0.12
* **Platform:** Darwin-18.0.0-x86_64-i386-64bit
* **Python version:** 3.7.0
* **Models:** de, es, en
",,,,,,,1,,,
830,https://github.com/explosion/spaCy/issues/3983,3983,"[{'id': 111380487, 'node_id': 'MDU6TGFiZWwxMTEzODA0ODc=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/enhancement', 'name': 'enhancement', 'color': '20834E', 'default': True, 'description': 'Feature requests and improvements'}, {'id': 446604395, 'node_id': 'MDU6TGFiZWw0NDY2MDQzOTU=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/install', 'name': 'install', 'color': 'B35905', 'default': False, 'description': 'Installation issues'}, {'id': 703368580, 'node_id': 'MDU6TGFiZWw3MDMzNjg1ODA=', 'url': 'https://api.github.com/repos/explosion/spaCy/labels/lang%20/%20all', 'name': 'lang / all', 'color': '726DA8', 'default': False, 'description': 'Global language data'}]",closed,2019-07-17 21:56:43+00:00,,3,Installing spacy with fewer languages to save disk space,"I'm building a docker container that contains a the Python library `spacy`. I'm now trying to reduce the size of this container, and `spacy` appears to be the main contributor to the disk image size.
 
Without any models installed, and without any other code/dependencies etc, `spacy` consumes around 500MB of disk when installed. It looks like the lang folder within this package is the main cause of this disk usage.

I'd like to be able to install spacy with a smaller set of languages, or to be able to remove them in a supported manner post-install, but I've not seen any docs that explain how this might be done.
 
My repro steps are:

```bash
mkdir foo1                  # create a folder 
cd foo1                     # change directory
python3 -m venv .venv       # create virtual environment
source .venv/bin/activate   # activate virtual environment
pip install --upgrade pip   # upgrade pip
pip install spacy           # install spacy
``` 

After doing this, I then navigate into the following folder...
 
`foo1/.venv/lib/python3.7/site-packages`
 
... and can see that the spacy folder is very large:
 
```bash
$ du -sh spacy
425M	spacy
```
 
Specifically, it's the language folder that's large:

```bash
$ du -sh spacy/lang
401M spacy/lang
``` 

There are 52 languages in that folder, and for many situations I only want one or two languages. For the specific app I'm working on now, I'm only interested in English.
 
When I look at the sizes, English is the 14th largest (only showing the top 14 in this list)...

```bash
$ du -sH spacy/lang/* | sort -n -r 

142024 spacy/lang/tr
86608 spacy/lang/pt
78368 spacy/lang/nb
76592 spacy/lang/da
74840 spacy/lang/sv
60672 spacy/lang/ca
50880 spacy/lang/es
48296 spacy/lang/fr
41688 spacy/lang/de
36960 spacy/lang/nl
34008 spacy/lang/it
32632 spacy/lang/ro
24160 spacy/lang/lt
8712 spacy/lang/en  <--- THE ONE I WANT
```

Is there a spacy-specifc way of installing `spacy` without all of these languages?
 
I can hack around post-install, but is there a safer way to install fewer languages?

My environment, and details about the versions installed in the above...

```bash
$ pip freeze
blis==0.2.4
certifi==2019.6.16
chardet==3.0.4
cymem==2.0.2
idna==2.8
murmurhash==1.0.2
numpy==1.16.4
plac==0.9.6
preshed==2.0.1
requests==2.22.0
spacy==2.1.6
srsly==0.0.7
thinc==7.0.8
tqdm==4.32.2
urllib3==1.25.3
wasabi==0.2.2
```

``` bash
$ python --version
Python 3.7.4
```

Installed on MacOS
",,,,,,,1,,,
