,Unnamed: 0,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
14,31,https://github.com/sloria/TextBlob/issues/134,134,[],closed,2016-08-10 08:11:39+00:00,0,1,pyinstaller issue,"Having a problem using textblob with pyinstaller (so that it can run on machines without python).

I create this file as TestTextBlob.py:

`from textblob import TextBlob`
`blobject = TextBlob(""Gee, I really love how textblob automatically scores sentences for polarity. But I really hate how it works with pyinstaller."")`
`for sent in blobject.sentences:`
`print('Sentence: %s   |    Polarity: %s' % (sent,sent.polarity))`

When I run it I get a polarity of 0.5 and -0.8

Then, I turn this file into an exe using:

`pyinstaller --onefile --clean --noupx ""C:\path\LaunchTestSearch.py""`

However, when I run the exe now, the polarity (and subjectivity) come out as zero. 

I'm trying to follow through the pyinstaller help (https://github.com/pyinstaller/pyinstaller/wiki/How-to-Report-Bugs) but as textblob is not generating any errors that I can see, I'm not sure where to start debugging?

Thanks
",0,0,0,0,0,0,0,0,1,0
15,46,https://github.com/sloria/TextBlob/issues/155,155,[],closed,2017-02-28 04:43:17+00:00,0,1,pip doesn't install the latest version (0.12.0),"After `pip install -U textblob` still installed 0.11.1 I tried giving it a specific version as argument, but it seems to not be found on PyPI. Maybe because the wheel is missing on there?

```>pip install textblob==0.12.0
Collecting textblob==0.12.0
  Could not find a version that satisfies the requirement textblob==0.12.0 (from
 versions: 0.1, 0.1.2, 0.1.3, 0.1.31, 0.1.32, 0.1.33, 0.1.34, 0.1.35, 0.1.36, 0.
2.0, 0.2.1, 0.2.3, 0.2.4, 0.2.5, 0.2.6, 0.3.0, 0.3.1, 0.3.2, 0.3.3, 0.3.4, 0.3.5
, 0.3.6, 0.3.7, 0.3.8, 0.3.9, 0.3.10, 0.4.0, 0.5.0, 0.5.1, 0.5.2, 0.5.3, 0.6.0,
0.6.1, 0.6.2, 0.6.3, 0.7.0, 0.7.1, 0.8.0, 0.8.1, 0.8.2, 0.8.3, 0.8.4, 0.9.0, 0.9
.1, 0.10.0, 0.11.0, 0.11.1)
No matching distribution found for textblob==0.12.0```",0,0,0,0,0,0,0,0,1,0
16,68,https://github.com/sloria/TextBlob/issues/185,185,[],closed,2017-12-28 05:45:01+00:00,0,7,How to add a hook for textblob in pyinstaller,"when i create a .exe file using pyinstaller and execute it it is not fetching any result from
`b = TextBlob(ar)

score = b.sentiment.polarity`

it returns proper value when executed on console but return 0 when executed with .exe
your help will be really appreciated .
thank you",0,0,0,0,0,0,0,0,1,0
17,75,https://github.com/sloria/TextBlob/issues/197,197,[],closed,2018-02-21 02:25:22+00:00,0,3,Error finishing textblob install,"trying to install textblob  on a Mac, but the second step doesn't work
Any suggestions??
Also, not sure why pip got installed as pip3 ????

$ pip3 install -U textblob
Collecting textblob
  Downloading textblob-0.15.1-py2.py3-none-any.whl (631kB)
    100% |閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰| 634kB 1.5MB/s 
Collecting nltk>=3.1 (from textblob)
  Downloading nltk-3.2.5.tar.gz (1.2MB)
    100% |閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰閳诲牃鏋呴埢鍫氭瀰| 1.2MB 1.1MB/s 
Collecting six (from nltk>=3.1->textblob)
  Downloading six-1.11.0-py2.py3-none-any.whl
Installing collected packages: six, nltk, textblob
  Running setup.py install for nltk ... done
Successfully installed nltk-3.2.5 six-1.11.0 textblob-0.15.1

$ python -m textblob.download_corpora
/usr/bin/python: No module named textblob
",0,0,0,0,0,0,0,0,1,0
18,91,https://github.com/sloria/TextBlob/issues/227,227,[],closed,2018-09-19 02:31:35+00:00,0,0,unable to install under nixos,Create a package for NixOS for easy distribution.,0,0,0,0,0,0,0,0,1,0
19,99,https://github.com/sloria/TextBlob/issues/244,244,[],closed,2019-01-05 14:20:00+00:00,0,1,Install TextBlob if NLTK 3.4 is already installed on Win10/Anaconda?,"I just came across TextBlob and would like to install it w/o overriding my NLTK install on Win10 / Anaconda. I wonder who can advise how to get TextBlob properly installed, please?",0,0,0,0,0,0,0,0,1,0
20,136,https://github.com/sloria/TextBlob/issues/349,349,[],open,2020-10-26 17:42:45+00:00,0,0,Error installing textblob on pycharm,"hi, I've tried to install textblob in numerous ways, but continue to get this error:

Collecting textblob
  Using cached textblob-0.15.3-py2.py3-none-any.whl (636 kB)
Collecting nltk>=3.1
  Using cached nltk-3.5.zip (1.4 MB)
Requirement already satisfied: click in /Users/nhashmi/Twitter/lib/python3.8/site-packages (from nltk>=3.1->textblob) (7.1.2)
Requirement already satisfied: joblib in /Users/nhashmi/Twitter/lib/python3.8/site-packages (from nltk>=3.1->textblob) (0.17.0)
Collecting regex
  Using cached regex-2020.10.23.tar.gz (690 kB)
Collecting tqdm
  Using cached tqdm-4.51.0-py2.py3-none-any.whl (70 kB)
Using legacy 'setup.py install' for nltk, since package 'wheel' is not installed.
Using legacy 'setup.py install' for regex, since package 'wheel' is not installed.
Installing collected packages: regex, tqdm, nltk, textblob
    Running setup.py install for regex: started
    Running setup.py install for regex: finished with status 'error'

DEPRECATION: The -b/--build/--build-dir/--build-directory option is deprecated. pip 20.3 will remove support for this functionality. A possible replacement is use the TMPDIR/TEMP/TMP environment variable, possibly combined with --no-clean. You can find discussion regarding this at https://github.com/pypa/pip/issues/8333.
    ERROR: Command errored out with exit status 1:
     command: /Users/nhashmi/Twitter/bin/python -u -c 'import sys, setuptools, tokenize; sys.argv[0] = '""'""'/private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pycharm-packaging/regex/setup.py'""'""'; __file__='""'""'/private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pycharm-packaging/regex/setup.py'""'""';f=getattr(tokenize, '""'""'open'""'""', open)(__file__);code=f.read().replace('""'""'\r\n'""'""', '""'""'\n'""'""');f.close();exec(compile(code, __file__, '""'""'exec'""'""'))' install --record /private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pip-record-7j_ymwp4/install-record.txt --single-version-externally-managed --compile --install-headers /Users/nhashmi/Twitter/include/site/python3.8/regex
         cwd: /private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pycharm-packaging/regex/
    Complete output (19 lines):
    running install
    running build
    running build_py
    creating build
    creating build/lib.macosx-10.9-x86_64-3.8
    creating build/lib.macosx-10.9-x86_64-3.8/regex
    copying regex_3/__init__.py -> build/lib.macosx-10.9-x86_64-3.8/regex
    copying regex_3/regex.py -> build/lib.macosx-10.9-x86_64-3.8/regex
    copying regex_3/_regex_core.py -> build/lib.macosx-10.9-x86_64-3.8/regex
    copying regex_3/test_regex.py -> build/lib.macosx-10.9-x86_64-3.8/regex
    warning: build_py: byte-compiling is disabled, skipping.
    
    running build_ext
    building 'regex._regex' extension
    creating build/temp.macosx-10.9-x86_64-3.8
    creating build/temp.macosx-10.9-x86_64-3.8/regex_3
    gcc -Wno-unused-result -Wsign-compare -Wunreachable-code -fno-common -dynamic -DNDEBUG -g -fwrapv -O3 -Wall -arch x86_64 -g -I/Users/nhashmi/Twitter/include -I/Library/Frameworks/Python.framework/Versions/3.8/include/python3.8 -c regex_3/_regex.c -o build/temp.macosx-10.9-x86_64-3.8/regex_3/_regex.o
    xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools), missing xcrun at: /Library/Developer/CommandLineTools/usr/bin/xcrun
    error: command 'gcc' failed with exit status 1
    ----------------------------------------
ERROR: Command errored out with exit status 1: /Users/nhashmi/Twitter/bin/python -u -c 'import sys, setuptools, tokenize; sys.argv[0] = '""'""'/private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pycharm-packaging/regex/setup.py'""'""'; __file__='""'""'/private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pycharm-packaging/regex/setup.py'""'""';f=getattr(tokenize, '""'""'open'""'""', open)(__file__);code=f.read().replace('""'""'\r\n'""'""', '""'""'\n'""'""');f.close();exec(compile(code, __file__, '""'""'exec'""'""'))' install --record /private/var/folders/70/z4mp0z_j61j67rr3j8h46234w3wkkr/T/pip-record-7j_ymwp4/install-record.txt --single-version-externally-managed --compile --install-headers /Users/nhashmi/Twitter/include/site/python3.8/regex Check the logs for full command output.
",0,0,0,0,0,0,0,0,1,0
21,59,https://github.com/sloria/TextBlob/issues/172,172,[],closed,2017-07-26 06:30:11+00:00,0,7,python -m textblob.download_corpora not working,"here's the output

```[nltk_data] Error loading brown: HTTP Error 405: Not allowed.
[nltk_data] Error loading punkt: HTTP Error 405: Not allowed.
[nltk_data] Error loading wordnet: HTTP Error 405: Not allowed.
[nltk_data] Error loading averaged_perceptron_tagger: HTTP Error 405:
[nltk_data]     Not allowed.
[nltk_data] Error loading conll2000: HTTP Error 405: Not allowed.
[nltk_data] Error loading movie_reviews: HTTP Error 405: Not allowed
```

on using python shell using  `nltk.download()`
its still return same error like above `HTTP Error 405: Not allowed`
",0,0,1,0,0,1,0,1,0,0
22,122,https://github.com/sloria/TextBlob/issues/315,315,[],closed,2020-04-13 16:51:34+00:00,0,4,python -m textblob.download_corpora is giving error on Python 2,"It seems `nltk` library released [version 3.5](https://pypi.org/project/nltk/#history) today. It is Python 3 only. This breaks textblob on Python 2.

I was able to fix the errors by adding the static nltk==3.4.5 in requirements.",0,0,0,0,0,1,0,1,0,0
23,140,https://github.com/sloria/TextBlob/issues/363,363,[],open,2021-02-06 05:04:43+00:00,0,0,SyntaxError: invalid syntax FOR python -m textblob.download_corpora ON Python 3.7.3,"Command:
python -m textblob.download_corpora

Error:
File ""<ipython-input-17-bec4ba3f7ac1>"", line 1
    python -m textblob.download_corpora
                     ^
SyntaxError: invalid syntax


Versions:
python: 3.7.3
nltk: 3.5
textblob: 0.15.3


Thanks.",0,0,0,0,0,1,0,1,0,0
24,13,https://github.com/sloria/TextBlob/issues/111,111,"[{'id': 45792776, 'node_id': 'MDU6TGFiZWw0NTc5Mjc3Ng==', 'url': 'https://api.github.com/repos/sloria/TextBlob/labels/enhancement', 'name': 'enhancement', 'color': '84b6eb', 'default': True, 'description': None}]",open,2016-01-24 05:46:33+00:00,0,1,concerning the destination path for `download_corpora`,"Unsure if it was the tool I wanted for my task at hand, I installed TextBlob in a virtualenv, tried to call `.sentences` on a `TextBlob`, and it failed with a message saying that I needed to run `python -m textblob.download_corpora` to download additional data needed for this feature. I did so, and was somewhat surprised and disappointed to find that it created a non-dotfile directory in my `$HOME`&mdash;I would have expected and wanted it to stay within the virtualenv. It [looks like we're calling](https://github.com/sloria/TextBlob/blob/dev/textblob/download_corpora.py#L39) a `download` function from `nltk`, which [does seem to have a `download_dir` kwarg](https://github.com/nltk/nltk/blob/7653786ad/nltk/downloader.py#L646), so downloading the corpora to a less-intrusive place by default (or making the destination directory prominently configurable) seems like a plausibly feasible user-experience enhancement.

(Sorry, I feel guilty about filing an issue without a patch, but ...)
",0,0,0,1,0,0,0,1,0,0
25,30,https://github.com/sloria/TextBlob/issues/133,133,[],closed,2016-06-23 18:28:04+00:00,0,8,Download of textblob.download_corpora failed | SSL error,"[nltk_data] Error loading brown: <urlopen error [SSL:
[nltk_data]     CERTIFICATE_VERIFY_FAILED] certificate verify failed
[nltk_data]     (_ssl.c:590)>
[nltk_data] Error loading punkt: <urlopen error [SSL:
[nltk_data]     CERTIFICATE_VERIFY_FAILED] certificate verify failed
[nltk_data]     (_ssl.c:590)>
[nltk_data] Error loading wordnet: <urlopen error [SSL:
[nltk_data]     CERTIFICATE_VERIFY_FAILED] certificate verify failed
[nltk_data]     (_ssl.c:590)>
[nltk_data] Error loading averaged_perceptron_tagger: <urlopen error
[nltk_data]     [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify
[nltk_data]     failed (_ssl.c:590)>
[nltk_data] Error loading conll2000: <urlopen error [SSL:
[nltk_data]     CERTIFICATE_VERIFY_FAILED] certificate verify failed
[nltk_data]     (_ssl.c:590)>
[nltk_data] Error loading movie_reviews: <urlopen error [SSL:
[nltk_data]     CERTIFICATE_VERIFY_FAILED] certificate verify failed
[nltk_data]     (_ssl.c:590)>
Finished.

**Ubuntu Xenial**
",0,0,1,0,0,0,0,1,0,0
26,5,https://github.com/sloria/TextBlob/issues/103,103,[],closed,2015-11-24 02:42:10+00:00,0,2,textblob download_corpora error,"when I run 

python -m textblob.download_corpora

there were some errors 

  File ""D:\SoftWare\Anaconda2X86_27\lib\xml\etree\ElementTree.py"", l_raiseerror
    raise err
xml.etree.ElementTree.ParseError: mismatched tag: line 15, column 3

What can I do? Thanks!
",0,0,0,0,0,0,0,1,0,0
27,82,https://github.com/sloria/TextBlob/issues/208,208,[],open,2018-04-30 09:55:25+00:00,0,0,Unable to call textblob.download_corpora behind proxy.,"When working behind a http proxy, executing `$ python -m textblob.download_corpora` times out.

This can be fixed by calling `nltk.set_proxy('host:port', ('username', 'password'))` within `download_corpora.py`. 

Perhaps arguments could be set for `download_corpora.py` to pass the proxy information to nltk to allow download?",0,0,0,0,0,0,0,1,0,0
28,87,https://github.com/sloria/TextBlob/issues/214,214,[],open,2018-06-13 21:03:48+00:00,0,0,"After training my own classifier with nltk, how do I load it in textblob?","The built-in classifier in textblob is pretty dumb. It's trained on movie reviews, so I created a huge set of examples in my context (57,000 stories, categorized as positive or negative) and then trained it using nltk. I tried using textblob to train it but it always failed:

```
with open('train.json', 'r') as fp:
    cl = NaiveBayesClassifier(fp, format=""json"")
```

That would run for hours and end in a memory error.

I looked at the source and found it was just using nltk and wrapping that, so I used that instead, and it worked.

The structure for nltk training set needed to be a list of tuples, with the first part was a Counter of words in the text and frequency of appearance. The second part of tuple was 'pos' or 'neg' for sentiment.

```
>>> train_set = [(Counter(i[""text""].split()),i[""label""]) for i in data[200:]]
>>> test_set = [(Counter(i[""text""].split()),i[""label""]) for i in data[:200]] # withholding 200 examples for testing later

>>> cl = nltk.NaiveBayesClassifier.train(train_set) # <-- this is the same thing textblob was using

>>> print(""Classifier accuracy percent:"",(nltk.classify.accuracy(cl, test_set))*100)
('Classifier accuracy percent:', 66.5)
>>>>cl.show_most_informative_features(75)
```

Then I pickled it.

```
with open('storybayes.pickle','wb') as f:
    pickle.dump(cl,f)
```
Now... I took this pickled file, and re opened it to get the nltk.classifier 'nltk.classify.naivebayes.NaiveBayesClassifier'> -- and tried to feed it into textblob. Instead of

```
from textblob.classifiers import NaiveBayesClassifier
blob = TextBlob(""I love this library"", analyzer=NaiveBayesAnalyzer())
```

I tried:

```
>>> import cPickle as pickle
>>> with open('storybayes.pickle','rb') as f:
    cl = pickle.load(f)   
>>> type(cl)
<class 'nltk.classify.naivebayes.NaiveBayesClassifier'>
>>> from textblob import TextBlob
>>> blob = TextBlob(""I love this library"", classifier=cl)
>>> blob
TextBlob(""I love this library"")
>>> blob.classify()

Traceback (most recent call last):
  File ""<pyshell#11>"", line 1, in <module>
    blob.classify()
  File ""C:\python\lib\site-packages\textblob\blob.py"", line 412, in classify
    return self.classifier.classify(self.raw)
  File ""C:\python\lib\site-packages\nltk\classify\naivebayes.py"", line 88, in classify
    return self.prob_classify(featureset).max()
  File ""C:\python\lib\site-packages\nltk\classify\naivebayes.py"", line 94, in prob_classify
    featureset = featureset.copy()
AttributeError: 'str' object has no attribute 'copy'
```

I also posted this here:  https://stackoverflow.com/questions/50828262/after-training-my-own-classifier-with-nltk-how-do-i-load-it-in-textblob",0,1,0,0,0,0,0,1,0,0
29,137,https://github.com/sloria/TextBlob/issues/352,352,[],open,2020-11-24 14:51:39+00:00,0,1,Error loading textblob,"For some reason this is happening on BigSur while importing textblob:

```
% python3 -m textblob 
Python(22068,0x1185b2e00) malloc: can't allocate region
:*** mach_vm_map(size=18446744071598305280, flags: 100) failed (error code=3)
Python(22068,0x1185b2e00) malloc: *** set a breakpoint in malloc_error_break to debug
init_dgelsd failed init
Traceback (most recent call last):
  File ""/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.8/lib/python3.8/runpy.py"", line 184, in _run_module_as_main
    mod_name, mod_spec, code = _get_module_details(mod_name, _Error)
  File ""/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.8/lib/python3.8/runpy.py"", line 143, in _get_module_details
    return _get_module_details(pkg_main_name, error)
  File ""/Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.8/lib/python3.8/runpy.py"", line 110, in _get_module_details
    __import__(pkg_name)
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/textblob/__init__.py"", line 2, in <module>
    from .blob import TextBlob, Word, Sentence, Blobber, WordList
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/textblob/blob.py"", line 28, in <module>
    import nltk
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/nltk/__init__.py"", line 128, in <module>
    from nltk.collocations import *
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/nltk/collocations.py"", line 39, in <module>
    from nltk.metrics import (
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/nltk/metrics/__init__.py"", line 37, in <module>
    from nltk.metrics.segmentation import windowdiff, ghd, pk
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/nltk/metrics/segmentation.py"", line 44, in <module>
    import numpy as np
  File ""/Users/nkts/Library/Python/3.8/lib/python/site-packages/numpy/__init__.py"", line 286, in <module>
    raise RuntimeError(msg)
RuntimeError: Polyfit sanity test emitted a warning, most likely due to using a buggy Accelerate backend. If you compiled yourself, see site.cfg.example for information. Otherwise report this to the vendor that provided NumPy.
RankWarning: Polyfit may be poorly conditioned
```

```
% pip3 list -v |grep textblob
textblob          0.15.3     /Users/nkts/Library/Python/3.8/lib/python/site-packages                                                                  pip
```",0,0,0,0,0,0,0,1,1,0
30,92,https://github.com/sloria/TextBlob/issues/230,230,[],closed,2018-10-03 19:01:17+00:00,0,1,"The `correct()` method in Python 3.7 gives ""RuntimeError: generator raised StopIteration""","In Python 3.7 the following gives `RuntimeError: generator raised StopIteration`
````
>>> b = TextBlob(""I havv goood speling!"")
>>> print(b.correct())
````

I believe [this](https://stackoverflow.com/a/51371879/2445273) SO post describes what needs to be done to address this problem.

Edit: same problem with `spellcheck()` method.",0,0,0,0,0,1,1,0,0,0
