,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
2854,https://github.com/huggingface/transformers/issues/11618,11618,[],closed,2021-05-06 19:58:24+00:00,,1,[fairscale] rng states saving fails in an extended multi-gpu test,"@sgugger, following up on the RNG states PR
```
RUN_SLOW=1 pytest tests/extended/test_trainer_ext.py::TestTrainerExt::test_run_seq2seq_fully_sharded_ddp_fp16 -sv
```
fails on multi-gpu scheduled CI:

```
File ""/__w/transformers/transformers/examples/pytorch/translation/run_translation.py"", line 589, in <module>
  main()
File ""/__w/transformers/transformers/examples/pytorch/translation/run_translation.py"", line 522, in main
  train_result = trainer.train(resume_from_checkpoint=checkpoint)
File ""/__w/transformers/transformers/src/transformers/trainer.py"", line 1316, in train
  self._maybe_log_save_evaluate(tr_loss, model, trial, epoch)
File ""/__w/transformers/transformers/src/transformers/trainer.py"", line 1397, in _maybe_log_save_evaluate
  self._save_checkpoint(model, trial, metrics=metrics)
File ""/__w/transformers/transformers/src/transformers/trainer.py"", line 1534, in _save_checkpoint
stderr: Saving model checkpoint to /tmp/tmpb6tfhvqb/checkpoint-1
  torch.save(rng_states, os.path.join(output_dir, f""rng_state_{local_rank}.pth""))
File ""/opt/conda/lib/python3.8/site-packages/torch/serialization.py"", line 369, in save
  with _open_file_like(f, 'wb') as opened_file:
File ""/opt/conda/lib/python3.8/site-packages/torch/serialization.py"", line 230, in _open_file_like
  return _open_file(name_or_buffer, mode)
File ""/opt/conda/lib/python3.8/site-packages/torch/serialization.py"", line 211, in __init__
  super(_open_file, self).__init__(open(name, mode))
stderr: FileNotFoundError: [Errno 2] No such file or directory: '/tmp/tmpb6tfhvqb/checkpoint-1/rng_state_1.pth'
```

https://github.com/huggingface/transformers/runs/2514006341?check_suite_focus=true

Oddly enough it works fine for me if I try it locally.

",,,,,,,,,,1
3874,https://github.com/huggingface/transformers/issues/13516,13516,[],closed,2021-09-10 15:23:16+00:00,,5,Loading SentenceTransformers (DistilBertModel) model using from_pretrained(...) HF function into a DPRQuestionEncoder model,"## Environment info
```
- `transformers` version: 4.10.0
- Platform: Linux-5.4.104+-x86_64-with-Ubuntu-18.04-bionic
- Python version: 3.7.11
- PyTorch version (GPU?): 1.9.0+cu102 (True)
- Tensorflow version (GPU?): 2.6.0 (True)
- Flax version (CPU?/GPU?/TPU?): not installed (NA)
- Jax version: not installed
- JaxLib version: not installed
- Using GPU in script?: Yes
- Using distributed or parallel set-up in script?: No
```

### Who can help
research_projects/rag: @patrickvonplaten, @lhoestq

## To reproduce

Steps to reproduce the behavior:

_./semanticsearch_model_ is a DistilBertModel created with SentenceTransformers it is structured as follow: 
![image](https://user-images.githubusercontent.com/10784227/132877566-0abb56d2-8657-43a1-a84e-cfdf98fece87.png)

```
from transformers import DPRQuestionEncoder, DPRQuestionEncoderTokenizer

model_name = './semanticsearch_model'
model = DPRQuestionEncoder.from_pretrained(model_name)
```

# Error
```
You are using a model of type distilbert to instantiate a model of type dpr. This is not supported for all configurations of models and can yield errors.

NotImplementedErrorTraceback (most recent call last)
<ipython-input-52-1f1b990b906b> in <module>
----> 1 model = DPRQuestionEncoder.from_pretrained(model_name)
      2 # https://github.com/huggingface/transformers/blob/41cd52a768a222a13da0c6aaae877a92fc6c783c/src/transformers/models/dpr/modeling_dpr.py#L520

/opt/conda/lib/python3.8/site-packages/transformers/modeling_utils.py in from_pretrained(cls, pretrained_model_name_or_path, *model_args, **kwargs)
   1358                 raise
   1359         elif from_pt:
-> 1360             model, missing_keys, unexpected_keys, mismatched_keys, error_msgs = cls._load_state_dict_into_model(
   1361                 model,
   1362                 state_dict,

/opt/conda/lib/python3.8/site-packages/transformers/modeling_utils.py in _load_state_dict_into_model(cls, model, state_dict, pretrained_model_name_or_path, ignore_mismatched_sizes, _fast_init)
   1462             )
   1463             for module in unintialized_modules:
-> 1464                 model._init_weights(module)
   1465 
   1466         # copy state_dict so _load_from_state_dict can modify it

/opt/conda/lib/python3.8/site-packages/transformers/modeling_utils.py in _init_weights(self, module)
    577         Initialize the weights. This method should be overridden by derived class.
    578         """"""
--> 579         raise NotImplementedError(f""Make sure `_init_weigths` is implemented for {self.__class__}"")
    580 
    581     def tie_weights(self):

NotImplementedError: Make sure `_init_weigths` is implemented for <class 'transformers.models.dpr.modeling_dpr.DPRQuestionEncoder'>
```

## Another thing
It seems that _from_pretrained_ function is not able to load all the weights (i.e. it ignores the 1_Pooling, 2_Dense folders which contains the last two layers beyond the Transformer model).

## Expected behavior

Load correctly the model.
",,1,,,1,,,,1,
87,https://github.com/huggingface/transformers/issues/6259,6259,[],closed,2020-08-05 03:44:18+00:00,,2,Bart encoder with add_final_layer_norm,"https://github.com/huggingface/transformers/blob/91cb95461e438dc57555c4f57f8ce95a56328036/src/transformers/modeling_bart.py#L305

I feel like it should be 
self.layer_norm = LayerNorm(config.d_model) if config.add_final_layer_norm else None

as in the BartDecoder.
https://github.com/huggingface/transformers/blob/91cb95461e438dc57555c4f57f8ce95a56328036/src/transformers/modeling_bart.py#L486
",,,,,,,,,1,
104,https://github.com/huggingface/transformers/issues/6292,6292,"[{'id': 1314768611, 'node_id': 'MDU6TGFiZWwxMzE0NzY4NjEx', 'url': 'https://api.github.com/repos/huggingface/transformers/labels/wontfix', 'name': 'wontfix', 'color': 'ffffff', 'default': True, 'description': None}]",closed,2020-08-06 14:45:02+00:00,,1,inconclusive truncation strategies in encode_plus?,"# 鉂?Questions & Help

## Details

Not sure if this is a bug or missing feature or I just misunderstood something: specifically, I'm wondering whether a common truncation strategy is missing from [`encode_plus`](https://huggingface.co/transformers/main_classes/tokenizer.html#transformers.PreTrainedTokenizer.__call__). More specifically, if you have a input sequence pair consisting of two texts `a` and `b` and invoke `encode_plus` as follows:

``` 
encode_plus(text=a, text_pair=b, max_length=100, truncation=whatever)
```

It seems that there is no truncation strategy that simply cuts of tokens from the end of the (internally concatenated) input sequence consisting of a and b. Instead the three options allow either to truncate from only a, from only b, or from the longest first (which could be either a or b, depending on the input). How can one remove token by token from the right until max_length is reached, e.g., also in the case that len(a)=200 and len(b)=2. In this example, no option seems to be suitable, e.g., ""longest first"" would remove only from a, ""only first"" likewise only from a (both of these remove from the first input a, but should in my case remove from end of the total sequence, e.g., first b then a if necessary), and ""only second"" only from b (which would be removed entirely, but since only second is defined, a will not be truncated so the total length is 200 and thus still longner than max length)

SO link: https://stackoverflow.com/questions/63280435/huggingface-transformers-truncation-strategy-in-encode-plus",,,,,,,,,1,
198,https://github.com/huggingface/transformers/issues/6487,6487,[],closed,2020-08-14 16:01:47+00:00,,6,about encoder and decoder input when using seq2seq model,"# 鉂?Questions & Help

<!-- The GitHub issue tracker is primarly intended for bugs, feature requests,
     new models and benchmarks, and migration questions. For all other questions,
     we direct you to the Hugging Face forum: https://discuss.huggingface.co/ .
     You can also try Stack Overflow (SO) where a whole community of PyTorch and
     Tensorflow enthusiast can help you out. In this case, make sure to tag your
     question with the right deep learning framework as well as the
     huggingface-transformers tag: 
     https://stackoverflow.com/questions/tagged/huggingface-transformers 
     -->

## Details
<!-- Description of your issue -->
Hello, I'm trying to using seq2seq model (such as bart and EncoderDecoderModel(bert2bert))
And I'm little bit confused about input_ids, decoder_input_ids, tgt in model inputs.

As I know in seq2seq model, decoder_input should have special token(\<s> or something) before the sentence and target should have special token(\</s> or somethin) after the sentence. for example, `decoder_input = <s> A B C D E` , `target = A B C D E</s>`

so my question is 
1. Should I put the these special tokens in decoder_inputs_ids and tgt_ids when using seq2seq model in this library?
or can i just pass the decoder_input_ids and tgt_ids without any special token ids?

2. Also, should I put `add_special_tokens=True` for encoder input_ids and put \</s> or \<eos> token after target ids?
for example, `input = a b c d e, decoder_input = <s>A B C D E, target = A B C D E</s>`
<!-- You should first ask your question on the forum or SO, and only if
     you didn't get an answer ask it here on GitHub. -->",,,,,,,,,1,
264,https://github.com/huggingface/transformers/issues/6632,6632,[],closed,2020-08-21 06:01:20+00:00,,3,"Error on `PreTrainedTokenizerBase.batch_encode_plus` with `return_overflowing_tokens=True, truncation=True`","## Environment info
<!-- You can run the command `transformers-cli env` and copy-and-paste its output below.
     Don't forget to fill out the missing fields in that output! -->
     
- `transformers` version: 3.0.2 (master branch)
- Platform: macOS-10.14.6-x86_64-i386-64bit
- Python version: 3.8.1
- PyTorch version (GPU?): 1.6.0 (False)
- Tensorflow version (GPU?): 2.3.0 (False)
- Using GPU in script?: No
- Using distributed or parallel set-up in script?: No

### Who can help
<!-- Your issue will be replied to more quickly if you can figure out the right person to tag with @
 If you know how to use git blame, that is the easiest way, otherwise, here is a rough guide of **who to tag**.
 Please tag fewer than 3 people.
 
 tokenizers: @mfuntowicz
 Trainer: @sgugger
 Speed and Memory Benchmarks: @patrickvonplaten
 Model Cards: @julien-c
 Translation: @sshleifer
 Summarization: @sshleifer
 TextGeneration: @TevenLeScao 
 examples/distillation: @VictorSanh
 nlp datasets: [different repo](https://github.com/huggingface/nlp)
 rust tokenizers: [different repo](https://github.com/huggingface/tokenizers)
 Text Generation: @TevenLeScao
 blenderbot: @mariamabarham
 Bart: @sshleifer
 Marian: @sshleifer
 T5: @patrickvonplaten
 Longformer/Reformer: @patrickvonplaten
 TransfoXL/XLNet: @TevenLeScao 
 examples/seq2seq: @sshleifer
 examples/bert-loses-patience: @JetRunner
 tensorflow: @jplu
 examples/token-classification: @stefan-it
 documentation: @sgugger
 -->

 tokenizers: @mfuntowicz

## Information

Model I am using (Bert, XLNet ...): bert-base-uncased

The problem arises when using:
* [ ] the official example scripts: (give details below)
* [x] my own modified scripts: (give details below)

The tasks I am working on is:
* [ ] an official GLUE/SQUaD task: (give the name)
* [x] my own task or dataset: (give details below)

## To reproduce

Steps to reproduce the behavior:

1. Run the below code

<!-- If you have code snippets, error messages, stack traces please provide them here as well.
     Important! Use code tags to correctly format your code. See https://help.github.com/en/github/writing-on-github/creating-and-highlighting-code-blocks#syntax-highlighting
     Do not use screenshots, as they are hard to read and (more importantly) don't allow others to copy-and-paste your code.-->

```python
from transformers import BertTokenizer

tokenizer = BertTokenizer.from_pretrained(""bert-base-uncased"")
tokenizer.batch_encode_plus(
    [""foo"", ""bar "" * 1000], return_overflowing_tokens=True, truncation=True, padding=True
)
```

raises the following error:

```
Traceback (most recent call last):
  File ""foo.py"", line 4, in <module>
    tokenizer.batch_encode_plus(
  File ""/Users/user/work/transformers/src/transformers/tokenization_utils_base.py"", line 2121, in batch_encode_plus
    return self._batch_encode_plus(
  File ""/Users/user/work/transformers/src/transformers/tokenization_utils.py"", line 534, in _batch_encode_plus
    batch_outputs = self._batch_prepare_for_model(
  File ""/Users/user/work/transformers/src/transformers/tokenization_utils.py"", line 606, in _batch_prepare_for_model
    batch_outputs = self.pad(
  File ""/Users/user/work/transformers/src/transformers/tokenization_utils_base.py"", line 2305, in pad
    assert all(
AssertionError: Some items in the output dictionnary have a different batch size than others.
```

## Expected behavior

<!-- A clear and concise description of what you would expect to happen. -->

No error",,,,,,,,,1,
274,https://github.com/huggingface/transformers/issues/6652,6652,[],closed,2020-08-21 19:41:07+00:00,,5,"['encoder.version', 'decoder.version'] are unexpected when loading a pretrained BART model","Using an example from the bart doc:
https://huggingface.co/transformers/model_doc/bart.html#bartforconditionalgeneration

```
from transformers import BartTokenizer, BartForConditionalGeneration
tokenizer = BartTokenizer.from_pretrained('facebook/bart-large')
TXT = ""My friends are <mask> but they eat too many carbs.""

model = BartForConditionalGeneration.from_pretrained('facebook/bart-large')
input_ids = tokenizer([TXT], return_tensors='pt')['input_ids']
logits = model(input_ids)[0]

masked_index = (input_ids[0] == tokenizer.mask_token_id).nonzero().item()
probs = logits[0, masked_index].softmax(dim=0)
values, predictions = probs.topk(5)

print(tokenizer.decode(predictions).split())
```
gives:

```
Some weights of the model checkpoint at facebook/bart-large were not used 
when initializing BartForConditionalGeneration: 
['encoder.version', 'decoder.version']

- This IS expected if you are initializing BartForConditionalGeneration from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPretraining model).
- This IS NOT expected if you are initializing BartForConditionalGeneration from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
test:9: UserWarning: This overload of nonzero is deprecated:
        nonzero()
Consider using one of the following signatures instead:
        nonzero(*, bool as_tuple) (Triggered internally at  /opt/conda/conda-bld/pytorch_1597302504919/work/torch/csrc/utils/python_arg_parser.cpp:864.)
  masked_index = (input_ids[0] == tokenizer.mask_token_id).nonzero().item()
['good', 'great', 'all', 'really', 'very']
```

well, there is one more issue of using a weird deprecated `nonzero()` invocation, which has to do with some strange undocumented requirement to pass the `as_tuple` arg, since pytorch 1.5 .https://github.com/pytorch/pytorch/issues/43425

we have `authorized_missing_keys`:
 `authorized_missing_keys = [r""final_logits_bias"", r""encoder\.version"", r""decoder\.version""]`
https://github.com/huggingface/transformers/blob/master/src/transformers/modeling_bart.py#L942
which correctly updates `missing_keys`  - should there be also an `authorized_unexpected_keys` which would clean up `unexpected_keys`?

(note: I re-edited this issue once I understood it better to save reader's time, the history is there if someone needs it)

And found another variety of it: for `['model.encoder.version', 'model.decoder.version']`
```
tests/test_modeling_bart.py::BartModelIntegrationTests::test_mnli_inference Some weights of the model checkpoint at facebook/bart-large-mnli were not used when initializing BartForSequenceClassification: ['model.encoder.version', 'model.decoder.version']
- This IS expected if you are initializing BartForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPretraining model).
- This IS NOT expected if you are initializing BartForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
PASSED
```",,,,,,,,,1,
349,https://github.com/huggingface/transformers/issues/6823,6823,[],closed,2020-08-30 01:47:07+00:00,,1,How to use encode_plus to force padding to specific length,"I am using the following code in the __getitem__() method of my dataset:

`    

    class MyDataset(Dataset):
        def __init__(self, myargs):

            #other code here
            self.tokenizer = BertTokenizer.from_pretrained('bert-base-cased)
            self.max_len =50

`

__getitem__ method:

`    

        def __getitem__(self, idx):
           #other code here
           text_encoded = self.tokenizer.encode_plus(
              text,
              add_special_tokens=True,
              padding=True,
              truncation=True,
              max_length=self.max_len,
              return_token_type_ids=False,
              pad_to_max_length=True,
              return_attention_mask=True,
              return_tensors='pt',)

        input_ids=text_encoded['input_ids'].flatten()
        attention_mask=text_encoded['attention_mask'].flatten()

    >>input_ids: torch.Size([9]), attention_mask: torch.Size([9])
    >>input_ids: torch.Size([21]), attention_mask: torch.Size([21])

`

Even though I have set padding and truncation to True and set a max_length the returned lengths of the input_ids and attention_mask values in the retured text_encoded dict are variable depending on the input text. Is this normal behaviour? if so how can I ensure that ecery rturned sample is padded out to and truncated at a specific length?",,,,,,,,,1,
384,https://github.com/huggingface/transformers/issues/6899,6899,"[{'id': 1314768611, 'node_id': 'MDU6TGFiZWwxMzE0NzY4NjEx', 'url': 'https://api.github.com/repos/huggingface/transformers/labels/wontfix', 'name': 'wontfix', 'color': 'ffffff', 'default': True, 'description': None}]",closed,2020-09-02 04:41:52+00:00,,2,Can the GPT2 of Transformers receive output hidden_states from external Encoder?,"# 鉂?Questions & Help
<!-- The GitHub issue tracker is primarly intended for bugs, feature requests,
     new models and benchmarks, and migration questions. For all other questions,
     we direct you to the Hugging Face forum: https://discuss.huggingface.co/ .
     You can also try Stack Overflow (SO) where a whole community of PyTorch and
     Tensorflow enthusiast can help you out. In this case, make sure to tag your
     question with the right deep learning framework as well as the
     huggingface-transformers tag: 
     https://stackoverflow.com/questions/tagged/huggingface-transformers 
     -->

## Details
<!-- Description of your issue -->
I want to use the GPT2 receive the output hidden_states from bert to calculate self_attention ,how can I do?
Thanks.
<!-- You should first ask your question on the forum or SO, and only if
     you didn't get an answer ask it here on GitHub. -->
**A link to original question on the forum/Stack Overflow**:",,,,,,,,,1,
391,https://github.com/huggingface/transformers/issues/6912,6912,"[{'id': 1314768611, 'node_id': 'MDU6TGFiZWwxMzE0NzY4NjEx', 'url': 'https://api.github.com/repos/huggingface/transformers/labels/wontfix', 'name': 'wontfix', 'color': 'ffffff', 'default': True, 'description': None}]",closed,2020-09-02 19:34:48+00:00,,3,batch_encode_plus does not lead to the same predictions as encode_plus,"I use batch_encode_plus to speed up the predictions but it leads to different results compared to ""encode_plus""
```
tokenizer = AutoTokenizer.from_pretrained(""deepset/roberta-base-squad2"")
inputs = tokenizer.encode_plus(QA_input['question'], QA_input['context'], padding = True, add_special_tokens=True, 

```
and
```
tokenizer = AutoTokenizer.from_pretrained(""deepset/roberta-base-squad2"")
questions = [(q['question'],q['context']) for q in q_dict]
inputs = tokenizer.batch_encode_plus(questions, padding=True, add_special_tokens=True, return_tensors=""pt"")

```

Most of the time in the predictions are the same but sometimes they are different:


```
def predict_batch_using_model(model, model_name, q_dict):
    tokenizer = AutoTokenizer.from_pretrained(model_name)
    questions = [(q['question'],q['context']) for q in q_dict]
    inputs = tokenizer.batch_encode_plus(questions, padding=True, add_special_tokens=True, return_tensors=""pt"")
    logger.debug('inputs batch_encode_plus: %s\n',inputs)
    
    if torch.cuda.is_available():
        inputs.to('cuda')
    
    answer_start_scores, answer_end_scores = model(**inputs)
    
    # a list of (answer, probs_start)
    answer_probs_start_batch = []
    
    for i in range(len(q_dict)):
        input_ids = inputs[""input_ids""].tolist()[i]

        text_tokens = tokenizer.convert_ids_to_tokens(input_ids)

        answer_start = torch.argmax(
            answer_start_scores[i]
        )  # Get the most likely beginning of answer with the argmax of the score
        answer_end = torch.argmax(answer_end_scores[i]) + 1  # Get the most likely end of answer with the argmax of the score
        logger.debug('answer_start, answer_end: %d %d %d\n',i, answer_start, answer_end)
        answer = tokenizer.convert_tokens_to_string(text_tokens[answer_start:answer_end])

        total_scores = answer_start_scores[i].add_(answer_end_scores[i])  # in place addition
        total_scores = total_scores.cpu().data.numpy()

        probs = _compute_softmax(total_scores)

        answer_probs_start_batch.append( ( answer, probs[answer_start]))
    
    return answer_probs_start_batch

def predict_using_model(model, model_name, QA_input):
    tokenizer = AutoTokenizer.from_pretrained(model_name)

    inputs = tokenizer.encode_plus(QA_input['question'], QA_input['context'], padding = True, add_special_tokens=True, return_tensors=""pt"")
    logger.debug('inputs encode_plus: %s\n',inputs)
    
    if torch.cuda.is_available():
        inputs.to('cuda')

    input_ids = inputs[""input_ids""].tolist()[0]

    text_tokens = tokenizer.convert_ids_to_tokens(input_ids)
    answer_start_scores, answer_end_scores = model(**inputs)

    answer_start = torch.argmax(
        answer_start_scores
    )  # Get the most likely beginning of answer with the argmax of the score
    answer_end = torch.argmax(answer_end_scores) + 1  # Get the most likely end of answer with the argmax of the score
    logger.debug('answer_start, answer_end: %d %d %d\n',0, answer_start, answer_end)

    answer = tokenizer.convert_tokens_to_string(text_tokens[answer_start:answer_end])

    total_scores = answer_start_scores.add_(answer_end_scores)  # in place addition
    total_scores = total_scores.cpu().data.numpy()

    probs = _compute_softmax(total_scores)

    return answer, probs[answer_start]

```
the input dictionary
`
{""q"": ""what is color of thomas train"", ""gt_answer"": ""blue"", ""results"": [{""system"": ""Google KG"", ""response"": [], ""latency"": 350}, {""system"": ""Google CSE"", ""response"": [{""source"": ""www.strasburgrailroad.com"", ""title"": ""15 Fun Facts About Thomas the Tank Engine - Strasburg Rail Road"", ""snippet"": ""Aug 15, 2017 ... Thomas' iconic blue color is also the official color of the North Western Railway. \nBefore Thomas was blue he was originally teal green with\u00a0...""}, {""source"": ""www.youtube.com"", ""title"": ""Learn Colors with My First Railways | Playing Around with Thomas ..."", ""snippet"": ""Oct 21, 2017 ... About Thomas & Friends: Based on a series of children's books, \""Thomas & \nFriends\"" features Thomas the Tank Engine adventures with other\u00a0...""}, {""source"": ""en.wikipedia.org"", ""title"": ""Thomas the Tank Engine - Wikipedia"", ""snippet"": ""Thomas the Tank Engine is an anthropomorphised fictional steam locomotive in \nThe Railway ... In The Adventure Begins which is a retelling of Thomas's early \ndays on Sodor, he is a bluish-green colour when he first arrives on Sodor, his \ntanks\u00a0...""}, {""source"": ""play.thomasandfriends.com"", ""title"": ""Meet the Thomas & Friends Engines | Thomas & Friends"", ""snippet"": ""Discover all the engines from Sodor! Thomas & Friends fans can learn about all \ntheir favorite characters from the Thomas & Friends books, TV series and\u00a0...""}, {""source"": ""www.theguardian.com"", ""title"": ""Thomas the Tank Engine had to shut the hell up to save children ..."", ""snippet"": ""Jul 22, 2014 ... Thomas the Tank Engine had to shut the hell up to save children everywhere. \nThis article is more than 6 years old. Tracy Van Slyke. Classism\u00a0...""}, {""source"": ""www.amazon.com"", ""title"": ""RoomMates RMK1035SCS Thomas & Friends Peel ... - Amazon.com"", ""snippet"": ""RoomMates RMK1035SCS Thomas & Friends Peel and Stick Wall Decals ,Multi \ncolor. +. RoomMates RMK1831SCS Thomas The Tank Engine Peel and Stick\u00a0...""}, {""source"": ""ttte.fandom.com"", ""title"": ""Nia | Thomas the Tank Engine Wikia | Fandom"", ""snippet"": ""Nia is a Kenyan tank engine who befriended and accompanied Thomas on his \njourney ... Noticing how heavy his train was getting, she offered to help, but \nThomas ... of the Steam Team to have a snowplough that is not the same colour \nas her.""}, {""source"": ""www.amazon.com"", ""title"": ""Thomas The Tank Engine Color Block Cotton Hand ... - Amazon.com"", ""snippet"": ""Buy Thomas The Tank Engine Color Block Cotton Hand Towel: Home & Kitchen - \nAmazon.com \u2713 FREE DELIVERY possible on eligible purchases.""}, {""source"": ""ttte.fandom.com"", ""title"": ""Thomas the Tank Engine Colors"", ""snippet"": ""Thomas the Tank Engine: Colors is a book. Characters Thomas, Edward, Henry, \nJames, Percy, Bill...""}, {""source"": ""www.pinterest.com"", ""title"": ""Train cake, Thomas train cake, Thomas the train"", ""snippet"": ""Fondant Train Topper with Mini Train Cupcake Toppers. Each Topper is made to \norder and can be customized to suit your color scheme. Lot comes\u00a0...""}], ""latency"": 663}, {""system"": ""Bing entity"", ""response"": [], ""latency"": 698}, {""system"": ""Bing web"", ""response"": [{""source"": ""www.youtube.com"", ""title"": ""What Color Was Thomas the Tank Engine? | The Earl's Quiz ..."", ""snippet"": ""Based on a series of children's books, \""Thomas & Friends\"" features Thomas the Tank Engine adventures with other locomotives on the island of Sodor. Thomas often gets into trouble, but never gives ...""}, {""source"": ""british-learning.com"", ""title"": ""Thomas The Train Color Pages To Print \u2013 Learning How to Read"", ""snippet"": ""Thomas and friends coloring pages 55 thomas and friends pictures to print and color. 55 thomas and friends printable coloring pages for kids. 30 free printable thomas the train coloring pages. For boys and girls kids and adults teenagers and toddlers preschoolers and older kids at school.""}, {""source"": ""www.hometalk.com"", ""title"": ""Does anybody know what color blue is used for Thomas the ..."", ""snippet"": ""Here is a step by step YouTube guide to painting Thomas The Tank Engine and midway through, the blue used is referred to as a medium blue. Lighter than Navy, darker than Sky, maybe like a colonial blue? https://www.youtube.com/watch?v=MU8L6tIHk08""}], ""latency"": 879}], ""dt"": ""2020-08-14T15:06:39.638346+00:00""}`


  we observe difference in the prediction of the tenth context. Any reason for that?
",,,,,,,,,1,
402,https://github.com/huggingface/transformers/issues/6936,6936,"[{'id': 1314768611, 'node_id': 'MDU6TGFiZWwxMzE0NzY4NjEx', 'url': 'https://api.github.com/repos/huggingface/transformers/labels/wontfix', 'name': 'wontfix', 'color': 'ffffff', 'default': True, 'description': None}]",closed,2020-09-04 03:10:18+00:00,,2,Load BERT+GPT2 in EncoderDecoder,"# 鉂?Questions & Help

<!-- The GitHub issue tracker is primarly intended for bugs, feature requests,
     new models and benchmarks, and migration questions. For all other questions,
     we direct you to the Hugging Face forum: https://discuss.huggingface.co/ .
     You can also try Stack Overflow (SO) where a whole community of PyTorch and
     Tensorflow enthusiast can help you out. In this case, make sure to tag your
     question with the right deep learning framework as well as the
     huggingface-transformers tag: 
     https://stackoverflow.com/questions/tagged/huggingface-transformers 
     -->

## Details
I am working on modelling an EncoderDecoderModel using weights of BERT and GPT2, after going through lots of repo and issues I found that currently its not possible, but I found a model card that has used this model of BERT+GPT2 on dataset cnn-dailymail [here](https://huggingface.co/patrickvonplaten/bert2gpt2-cnn_dailymail-fp16). I would like to know in which version of transformers is that possible and one thing more that there was an attribute passed in `TrainingArguments` module, that was `predict_from_generate`, I can't find that in `transformers`: 3.1.0, 3.0.2, 2.11.0, please clear me in which version does these parameters constitute.

@patrickvonplaten Please answer my query
<!-- You should first ask your question on the forum or SO, and only if
     you didn't get an answer ask it here on GitHub. -->",,,,,,,,,1,
