,html_url,number,labels,state,created_at,pull_request,comments,title,body,rel1,rel2,rel3,rel4,rel5,rel6,rel7,rel8,rel9,rel10
755,https://github.com/nltk/nltk/issues/2586,2586,[],closed,2020-08-20 20:04:05+00:00,,5,"PunktTokenizer: Inconsistency in two snippets, different languages","I am trying to work with the following example snippet [I found on StackOverflow](https://stackoverflow.com/questions/29746635/nltk-sentence-tokenizer-custom-sentence-starters)

**Example 1: Works**
```py
from nltk.tokenize.punkt import PunktSentenceTokenizer, PunktLanguageVars

class BulletPointLangVars(PunktLanguageVars):
    sent_end_chars = ('.', '?', '!', '鈥?)

tokenizer = PunktSentenceTokenizer(lang_vars = BulletPointLangVars())
sentences = tokenizer.tokenize(u""鈥?I am a sentence 鈥?I am another sentence"")
for sentence in sentences:
    print(sentence)
```

The above works, and provides the expected output. 
Edit: The above fails if I remove the space preceding 鈥? after some more debugging.

Now, I'm trying to work with the same with minor modifications using a unicode full-stop corresponding to a different language. 


**Example 2: Fails**
```py

from nltk.tokenize.punkt import PunktSentenceTokenizer, PunktLanguageVars

class BulletPointLangVars(PunktLanguageVars):
    sent_end_chars = ('.', '?', '!', '\u0964')

tokenizer = PunktSentenceTokenizer(lang_vars = BulletPointLangVars())
sentences = tokenizer.tokenize(u""唳夃Κ唳班唳粪唳熰唳班Κ唳む 唳多唳班 唳忇Ξ 唳唳權唳曕唳囙唳?唳ㄠ唳囙Α唰?唳膏唳Μ唳距Π 唳嗋 唳嗋 唳熰 唳︵唳侧唳侧唳?唳灌唳班 唳溹唳ㄠ唳む 唳夃Ζ唳唳Θ唰囙Π 唳夃Ζ唰嵿Μ唰嬥Η唳?唳曕Π唰囙唰囙Θ啷?唳呧Θ唳侧唳囙Θ唰囙Π 唳唳о唳Ξ唰?唳忇 唳呧Θ唰佮Ψ唰嵿唳距Θ唰?唳曕唳ㄠ唳︵唳班唰?唳唳ㄠΜ 唳膏Ξ唰嵿Κ唳?唳夃Θ唰嵿Θ唰熰Θ唳Θ唰嵿Δ唰嵿Π唰€ 唳多唳班 唳班Ξ唰囙Χ 唳唳栢Π唳苦唳距Σ 鈥樴Θ唳苦Χ唳距唰嵿鈥? 唳夃Κ唳膏唳ム唳?唳涏唳侧唳ㄠイ 唳忇 唳夃Κ唳侧唰嵿Ψ唰嵿Ο唰?唳夃Κ唳班唳粪唳熰唳班Κ唳む 唳灌唳班唳溹唳ㄠ唳む唳?唳侧唳椸 唳忇Μ唳?唰ㄠЕ唰┼Е-唳忇Π 唳溹Θ唰嵿Ο 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳侧唰嵿Ψ唰嵿Ο 唳?唳Π唳苦唳侧唳Θ唳距Π 唳ㄠΕ唳?唳唳班唳距Χ 唳曕Π唰囙唰囙Θ啷?  唳呧Θ唰佮Ψ唰嵿唳距Θ唰?唳唰嵿Δ唳唳?唳班唳栢Δ唰?唳椸唰熰 唳多唳班 唳ㄠ唳囙Α唰?唳Σ唰囙唰囙Θ, 唳溹Σ唳唰熰 唳Π唳苦Μ唳班唳むΘ 唳ム唳曕 唳膏唳唳膏唳ム唳?唳膏Ξ唳膏唳 啾?唳唳ㄠΜ唳溹唳む 唳嗋 唳 唳膏Ξ唳膏唳?唳膏Ξ唳膏唳唳?唳唳栢唳唳栢 唳灌唰嵿唰? 唳膏唳椸唳侧唳曕 唳膏Ξ唳距Η唳距Θ唰囙Π 唳溹Θ唰嵿Ο 唳嗋唳嗋唳熰 唳膏 唳呧Θ唰嵿Ο唳距Θ唰嵿Ο 唳夃唰嵿 唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳椸Μ唰囙Ψ唳｀唳?唳夃Κ唳?唳椸唳班唳む唳?唳︵唳撪唳?唳夃唳苦啷?唳︵唳多唳?唳膏Ξ唳膏唳唳椸唳侧唳?唳膏唳ム唳む唳多唳?唳膏Ξ唳距Η唳距Θ唰囙Π 唳唳班Δ唰€唰?唳唳班Δ唳苦Ψ唰嵿唳距Θ唳椸唳侧 唳唳?唳忇Ξ唳?唳曕唳涏 唳曕唳?唳曕Π唳, 唳唳む 唳膏Ξ唳距唰囙Π 唳夃Κ唳?唳む唳?唳囙Δ唳苦Μ唳距唳?唳唳班Ν唳距Μ 唳Π唰? 唳む唳灌Σ唰囙 唳膏唳椸唳侧 唳唳多唳 唳膏Π唰嵿Μ唳多唳班唳粪唳?唳唳班Δ唳苦Ψ唰嵿唳距Θ 唳灌唰?唳夃唳む 唳唳班Μ唰囙イ    唳膏唳唳溹唳?唳唳唳ㄠ唳?唳膏Ξ唳膏唳唳?唳膏Ξ唳距Η唳距Θ 唳栢唳溹Δ唰?唳唳膏Π唳曕唳班 唳曕唳粪唳む唳班唰?  唳多唳曕唳粪唳曕唳粪唳む唳班 唳椸Μ唰囙Ψ唳｀ 唳?唳夃Θ唰嵿Θ唰熰Θ唰囙Π 唳溹Θ唰嵿Ο 唳栢唳侧 唳Θ唰?唳唳ㄠ唰熰唳椸唳?唳む唳ㄠ 唳嗋唰嵿Μ唳距Θ 唳溹唳ㄠ唰熰唳涏唳ㄠイ 唳嗋唳嗋唳熰唳?唳涏唳む唳班唳距Δ唰嵿Π唰€唳︵唳? 唳椸唳班唳唳?唳唳班Δ 唳?唳曕唳粪唳︵唳?唳ㄠ唳ㄠ 唳膏Ξ唳膏唳距Π 唳膏Ξ唳距Η唳距Θ 唳涏唰溹唳?唳曕 唳曕Π唰?唳唳粪唳熰唳曕Π 唳?唳唳班唳熰唳?唳膏Ξ唰冟Ζ唰嵿Η 唳多Ω唰嵿Ο 唳夃唳?唳︵Θ 唳唳︵唳о 唳曕Π唳?唳唰? 唳多唳班 唳ㄠ唳囙Α唰? 唳膏唳?唳唳粪唳椸唳侧 唳ㄠ唰熰唳?唳曕唳?唳曕Π唳距Π 唳Π唳距Ξ唳班唳?唳︵唳ㄠイ 唳夃唰嵿唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳距Θ唳椸唳侧唳曕 唳忇唳曕Ν唳距Μ唰?唳ㄠ, 唳多唳侧唳?唳膏唳膏唳ム唳椸唳侧唳?唳膏唰嵿唰?唳溹唳?唳唳佮Η唰?唳呧Δ唳距Η唰佮Θ唳苦 唳唳班Ο唰佮唰嵿Δ唳?唳夃Ζ唰嵿Ν唳距Μ唳?唳曕Π唳む 唳灌Μ唰囙イ 唳忇Π 唳Σ唰?唳︵唳班唳?唳?唳Σ唳距Λ唳?唳唳む唳む唳?唳ㄠ唳ㄠ 唳唳班唳侧唳?唳唳膏唳むΜ唳距唳ㄠ 唳膏唳唳о 唳灌Μ唰囙イ   唳ㄠΔ唰佮Θ 唳多唳曕唳粪唳ㄠ唳む唳?唳唳班Ω唳權唳椸 唳夃Κ唳班唳粪唳熰唳班Κ唳む 唳Σ唰囙唰囙Θ, 唳唳班Δ唳曕 唳嗋Θ唰嵿Δ唳班唳溹唳む唳?唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳椸Θ唰嵿Δ唳唳 唳Π唳苦Γ唳?唳曕Π唳距Π 唳溹Θ唰嵿Ο 唳忇 唳ㄠ唳む 唳膏唳距唳?唳灌Μ唰囙イ 唳夃唰嵿 唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳唳ㄠ唳ㄠ唳ㄠ唳ㄠ 唳膏Π唳曕唳? 唳唳多唳Μ唳苦Ζ唰嵿Ο唳距Σ唰? 唳多唳曕唳粪唳唳?唳?唳唳膏Π唳曕唳班 唳唳班Δ唳苦Ψ唰嵿唳距Θ唳椸唳侧唳曕 唳忇唳唳椸 唳曕唳?唳曕Π唳む 唳灌Μ唰囙イ   唳嗋唳嗋唳熰 唳︵唳侧唳侧 唳多唳侧唳唳︵唳唳?唳椸唳距Π 唳曕唳ㄠ唳︵唳?唳灌唰?唳夃唳涏 唳Σ唰?唳夃Κ唳班唳粪唳熰唳班Κ唳む 唳膏Θ唰嵿Δ唰嬥Ψ 唳唳班唳距Χ 唳曕Π唰囙唰囙Θ啷?唳忇 唳唳班Ω唳權唳椸 唳む唳ㄠ 唳唳ㄠΜ 唳膏Ξ唰嵿Κ唳?唳夃Θ唰嵿Θ唰熰Θ 唳Θ唰嵿Δ唰嵿Π唳曕唳?鈥樴唳ㄠ唳ㄠΔ 唳唳班Δ 唳呧Ν唳苦Ο唳距Θ鈥?唳曕Π唰嵿Ξ唳膏唳氞唳む 唳︵唳侧唳侧 唳嗋唳嗋唳熰 唳呧Θ唰佮唳熰唰囙Π 唳唳唳曕 唳唳侧Θ 唳曕Π唳距 唳忇 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳唳班Χ唳傕Ω唳?唳曕Π唰囙唰囙Θ啷?   唳多唳班 唳唳栢Π唳苦唳距Σ, 唳忇 唳呧Θ唰佮Ψ唰嵿唳距Θ唰囙Π 唳夃Ζ唰嵿Μ唰嬥Η唳?唳曕Π唳距Π 唳溹Θ唰嵿Ο 唳夃Κ唳班唳粪唳熰唳班Κ唳む唳?唳唳班Δ唳?唳曕唳む唰嵿唳む 唳溹唳ㄠ唰熰唳涏唳ㄠイ 唳む唳ㄠ 唳Σ唰囙唰囙Θ, 唳嗋Ξ唳距Ζ唰囙Π 唳︵唳多唳?唳涏唳む唳班唳距Δ唰嵿Π唰€唳︵唳?唳溹Θ唰嵿Ο 唳忇唳熰 唳嗋Η唰佮Θ唳苦 唳?唳夃Θ唰嵿Θ唳?唳多唳曕唳粪 唳唳Μ唳膏唳ム 唳椸唰?唳む唳侧Δ唰囙Ж唰︵Ж唰?唳?唳ㄠΔ唰佮Θ 唳溹唳む唰?唳多唳曕唳粪唳ㄠ唳む 唳膏唳距唳?唳灌Μ唰囙イ 唳嗋唳嗋唳熰 唳︵唳侧唳侧唳? 唳椸唳班Μ唳 唰Е 唳唳班唳?唳夃Σ唰嵿Σ唰囙 唳曕Π唰?唳む唳ㄠ 唳Σ唰囙唰囙Θ 唳膏唳班 唳︵唳?唳唳?唳唳?唰оН 唳唳距Ξ唳距Π唰€唳?唳唳班唳︵唳о 唳侧唳距 唳曕Π唳涏, 唳む唳?唳嗋唳嗋唳熰 唳︵唳侧唳侧 唳ㄠ唳ㄠ唳唳 唳曕唳班唳椸Π唳?唳膏唳距唳む 唳︵唰熰唳涏, 唳 唳膏Ξ唰熰唳Ο唰嬥唰€ 唳?唳唳侧唳Μ唳距Θ啷?唳唳椸Δ 唰?唳唳班 唳忇 唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳多唳曕唳粪 唳多唳曕唳粪唳曕 唳?唳涏唳む唳班唳距Δ唰嵿Π唰€唳班 唰Е唰?唳?唳唳多 唳唳熰唳ㄠ唳熰唳?唳嗋Μ唰囙Ζ唳?唳曕Π唰囙唰囙Θ 唳忇Μ唳?唳む唳佮Ζ唰囙Π 唰оЕ唳灌唳溹唳班唳?唳唳多 唳椸Μ唰囙Ψ唳｀ 唳Δ唰嵿Π 唳唳唳ㄠ唳?唳嗋Θ唰嵿Δ唳班唳溹唳む唳?唳Δ唰嵿Π 唳Δ唰嵿Π唳苦唳距 唳涏唳唳ㄠ 唳灌唰囙唰囙イ 唰ㄠЕ唰оК 唳膏唳侧 唳膏Π唳曕唳?唳忇 唳唳班Δ唳苦Ψ唰嵿唳距Θ唳曕 唳唳栢唳ㄠ 唳椸Μ唰囙Ψ唳｀唳?唳溹Θ唰嵿Ο 唰оЕ唰?唳曕唳熰 唳熰唳曕 唳︵唰熰唳涏唳? 唰ㄠЕ唰оН 唳膏唳侧 唳む 唳唰溹 唳灌唰囙唰?唰Е唰?唳曕唳熰 唳熰唳曕啷?   唳︵唳侧唳侧 唳嗋唳嗋唳熰唳?唳∴唳班唳曕唳熰Π 唳呧Η唰嵿Ο唳距Κ唳?唳 唳班唳唰嬥Κ唳距Σ 唳班唳?唳溹唳ㄠ唰熰唳涏唳? 唰ㄠЕ唰┼Е 唳膏唳侧唳?唳 唳侧唰嵿Ψ 唳唳む唳班 唳忇 唳多唳曕唳粪 唳唳班Δ唳苦Ψ唰嵿唳? 唳ㄠ唰熰唳涏, 唳む唳?唳Σ唰?唳涏唳む唳班唳距Δ唰嵿Π唰€, 唳唳班唳曕唳むΘ唰€, 唳多唳曕唳粪 唳多唳曕唳粪唳曕 唳?唳曕Π唰嵿Ξ唰€唳Π唰嵿唳︵唳?唳溹唳Θ唰?唳囙Δ唳苦Μ唳距唳?唳唳班Ν唳距Μ 唳唳 唳忇Μ唳?唳嗋唳距Ξ唰€ 唳︵唳ㄠ 唳︵唳多唳?唳唳班唳む唳む 唳む 唳膏唳距唳?唳灌Μ唰囙イ   唳呧Θ唰佮Ψ唰嵿唳距Θ唰囙Π 唳︵唳唳む唰?唳Π唰嵿Μ唰?唳呧Η唰嵿Ο唳距Κ唳?唳︵唳唳權唳栢唳? 唳呧Η唰嵿Ο唳距Κ唳?唳忇Ξ 唳唳侧唳曕唳粪唳｀唳?唳唰嵿Δ唳唳?唳班唳栢唳ㄠイ 鈥樴唳?唳嗋唳熰 唳︵唳侧唳侧唳?唰Е 唳唳班唳?唳夃唳曕Π唰嵿Ψ唳む唳?唳膏唳唳む唳氞唳班Γ唳?唳?唳Μ唳苦Ψ唰嵿Ο唰?唳Π唳苦唳侧唳Θ唳锯€?唳多唳班唳粪 唳忇 唳嗋Σ唰嬥唳ㄠ唰?唳忇 唳唳班Δ唳苦Ψ唰嵿唳距Θ唰囙Π 唳唳班唳曕唳むΘ 唳∴唳班唳曕唳熰Π 唳呧Η唰嵿Ο唳距Κ唳?唳 唳忇Ω 唳班唳溹, 唳呧Η唰嵿Ο唳距Κ唳?唳嗋Π 唳忇Ω 唳多唳班唳灌, 唳呧Η唰嵿Ο唳距Κ唳?唳膏唳班唳ㄠ唳︵唳?唳唳班Ω唳距Ζ 唳?唳呧Η唰嵿Ο唳距Κ唳?唳嗋Π 唳曕 唳多唳唳距唳曕Π 唳呧唳?唳ㄠ唳ㄠイ"")
for sentence in sentences:
    print(sentence)

```

`\u0964` corresponds to the Devanagiri full-stop (I have tried putting the normal one as well). I am not getting similar results as example 1. What could be going wrong here? ",,,,,,,,,1,
777,https://github.com/nltk/nltk/issues/2627,2627,[],closed,2020-11-23 21:10:26+00:00,,1,Does feature-based CFG support generation like CFG does?,"with `nltk.CFG`, it is possible to generate sentences recognized by a CFG grammar:
http://www.nltk.org/howto/generate.html

But is it possible to do the similar generation for feature-based CFG (https://www.nltk.org/book/ch09.html#ref-load_parser1)?

And if not, is there a relatively-easy workaround to enable the generation?
What comes in my mind is to use CFG to generate sentences and then use more detailed F-CFG to keep only recognized sentences.

I don't have in mind more complex language to generate than the grammars offered here:
https://www.nltk.org/book/ch09.html#ref-load_parser1
Just with a larger lexicon.
 

 ",,,,,,,,,1,
262,https://github.com/nltk/nltk/issues/1741,1741,"[{'id': 718738467, 'node_id': 'MDU6TGFiZWw3MTg3Mzg0Njc=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/windows%20related', 'name': 'windows related', 'color': 'fce4ba', 'default': False, 'description': None}]",closed,2017-05-31 14:01:05+00:00,,3,Anyway to install latest version on Windows XP SP3?,"Tried installing via the Windows Installer `nltk-3.2.4.win32.exe` at PyPI, and get this error when I launch the downloaded executable... ""<PATH-TO-FILE>...not a valid win32 application"".

I believe this has to do with the build system or compiler used, So is there any other way?

Windows XP SP3
Python 2.7.13",,,,,,,1,1,,
94,https://github.com/nltk/nltk/issues/1414,1414,[],closed,2016-06-16 16:01:40+00:00,,1,pip download-cache unavailable,"Users that use `pip 8.0.0` and above experience the following issue (especially while running `tox` tests):

```
no such option: --download-cache
ERROR: InvocationError: '/path/nltk/.tox/py34/bin/pip install --download-cache=/path/nltk/.tox/_download scipy scikit-learn'
```

Since `pip 6.0` the `--download-cache` flag used to be deprecated, but could still be used. On the contrary, newer versions of `pip` are not backward compatible with regard to this flag.

**6.0 (2014-12-22)**:

> - **DEPRECATION** `pip install --download-cache` and `pip wheel --download-cache` command line flags have been deprecated and the functionality removed. Since pip now automatically configures and uses it鈥檚 internal HTTP cache which supplants the `--download-cache` the existing options have been made non functional but will still be accepted until their removal in pip v8.0. For more information please see https://pip.pypa.io/en/latest/reference/pip_install.html#caching

**8.0.0 (2016-01-19):**

> - **BACKWARD INCOMPATIBLE** Remove the --download-cache which had been deprecated and no-op'd in 6.0.

Since two years passed since the `--download-cache` flag has been deprecated, I suggest to completely remove it from `tox.ini`.
",,,,,,,,1,,
131,https://github.com/nltk/nltk/issues/1484,1484,"[{'id': 14019255, 'node_id': 'MDU6TGFiZWwxNDAxOTI1NQ==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/pleaseverify', 'name': 'pleaseverify', 'color': 'd7e102', 'default': False, 'description': None}, {'id': 29356672, 'node_id': 'MDU6TGFiZWwyOTM1NjY3Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/corpus', 'name': 'corpus', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 486810128, 'node_id': 'MDU6TGFiZWw0ODY4MTAxMjg=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/tests', 'name': 'tests', 'color': 'fbca04', 'default': False, 'description': None}]",closed,2016-10-20 14:20:36+00:00,,1,ipipan corpus not found and NKJP,"Running `tox -e py35` I get the following error:

```
ERROR: Failure: LookupError (
**********************************************************************
  Resource 'corpora/ipipan' not found.  Please use the NLTK
  Downloader to obtain the resource:  >>> nltk.download()
```

But the `ipipan` corpus is not available on nltk_data:

```
>>> nltk.download('ipipan')
[nltk_data] Error loading ipipan: Package 'ipipan' not found in index
```

I know there are several open issues and references to this corpus and `nkjp`:
- #913 (Issue: ipipan module looks dead)
- #844 (Pull Request: NKJP Corpus Reader)
- nltk/nltk_data#17 (Pull Request: NKJP corpus on nltk_data)
- [National Corpus of Polish](https://groups.google.com/forum/#!topic/nltk-dev/VMMCXejQJMQ) (on NLTK-dev)

@stevenbird 
What should we do with ipipan and NKJP modules? They are currently breaking `python3.5` tests and nltk_data does not have corpora for them.

Also note: I do not know why tests with previous python versions do not automatically break.
",,,,,,,,1,,
555,https://github.com/nltk/nltk/issues/2228,2228,"[{'id': 739448068, 'node_id': 'MDU6TGFiZWw3Mzk0NDgwNjg=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/resolved', 'name': 'resolved', 'color': '2375af', 'default': False, 'description': None}, {'id': 1032922666, 'node_id': 'MDU6TGFiZWwxMDMyOTIyNjY2', 'url': 'https://api.github.com/repos/nltk/nltk/labels/nltk_data', 'name': 'nltk_data', 'color': 'ed6fd1', 'default': False, 'description': ''}]",closed,2019-02-08 18:03:51+00:00,,4,make it installable with pip or at least link download page,"To reproduce:

- start with an environment without `nltk`
- run `sudo pip install nltk`
- create file with simple `nltk` script (see below)
- run this script

I tested with 

```import nltk

print(nltk.word_tokenize(""test string     aaaaa\n\n\nfinal.""))
``` 

based on https://stackoverflow.com/a/37559340/4130619


I got error where relevant part is 
```
LookupError: 
**********************************************************************
  Resource punkt not found.
  Please use the NLTK Downloader to obtain the resource:

  >>> import nltk
  >>> nltk.download('punkt')
  
  Attempted to load tokenizers/punkt/PY3/english.pickle
```

It is surprising as I would expect pip to install package and all necessary resources, not only parts of it.

If it is really necessary to make installation more complicated - please link the real download page or help page in the error message.

full error message: https://pastebin.com/raw/VsjrxvZ5",,,,,,,,1,,
702,https://github.com/nltk/nltk/issues/2492,2492,"[{'id': 718738467, 'node_id': 'MDU6TGFiZWw3MTg3Mzg0Njc=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/windows%20related', 'name': 'windows related', 'color': 'fce4ba', 'default': False, 'description': None}, {'id': 719083862, 'node_id': 'MDU6TGFiZWw3MTkwODM4NjI=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/installation', 'name': 'installation', 'color': 'f7731b', 'default': False, 'description': None}, {'id': 1350810881, 'node_id': 'MDU6TGFiZWwxMzUwODEwODgx', 'url': 'https://api.github.com/repos/nltk/nltk/labels/invalid', 'name': 'invalid', 'color': 'cecece', 'default': True, 'description': ''}]",closed,2020-01-30 09:55:42+00:00,,4,Install NTLK did not work on clean Anaconda python 3.7,"To reproduce
On a Windows 10 machine uninstall old versions of Anaconda and Pycharm. Delete by hand everything python or anaconda I could find (including the registry).
Install Anaconda
pip install ntlk.
You get an error ""could not find version to satisfy the requirement"". It doesn't say version for what.
What fixes the problem is
pip install ntlk=3.3
Which means I can't use the newest version of NTLK.
This used to work before. I noticed there is a new version now.",,,,,,,,1,,
714,https://github.com/nltk/nltk/issues/2518,2518,[],closed,2020-03-23 21:15:19+00:00,,1,Difficulty installing NLTK,"Hello,

I keep getting this error when I attempt to intall NLTK:

![NLTK](https://user-images.githubusercontent.com/62572582/77363845-d3a34200-6d29-11ea-9afb-0625aa67b652.png)

What do I do to resolve this problem?

Thanks very much,
Sophia",,,,,,,,1,,
721,https://github.com/nltk/nltk/issues/2525,2525,[],closed,2020-04-04 15:18:52+00:00,,4,install NLTK ,"Last login: Sat Apr  4 17:02:21 on ttys000
hanadys-mbp:~ hanadyahmed$ import nltk
-bash: import: command not found
hanadys-mbp:~ hanadyahmed$ python
Python 2.7.10 (default, Jul 14 2015, 19:46:27) 
[GCC 4.2.1 Compatible Apple LLVM 6.0 (clang-600.0.39)] on darwin
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
>>> import nltk
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
ImportError: No module named nltk
>>> 
",,,,,,,,1,,
840,https://github.com/nltk/nltk/issues/2766,2766,"[{'id': 29356472, 'node_id': 'MDU6TGFiZWwyOTM1NjQ3Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/admin', 'name': 'admin', 'color': '444444', 'default': False, 'description': None}, {'id': 719083862, 'node_id': 'MDU6TGFiZWw3MTkwODM4NjI=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/installation', 'name': 'installation', 'color': 'f7731b', 'default': False, 'description': None}]",closed,2021-07-29 17:37:25+00:00,,3,NTLK invalid package metdata breaks install via poetry,"It appears poetry is enforcing PEP440 on package metadata.  The NLTK uses package metadata that does not conform and so poetry fails to install (with poetry 1.2.0 and later, it seems - 1.1.4 doesn't seem affected).

```
[[package]]
name = ""nltk""
version = ""3.6.2""
description = ""Natural Language Toolkit""
category = ""main""
optional = false
python-versions = "">=3.5.*""
```

Error message (in docker)
```
STEP 14: RUN poetry install
Creating virtualenv science-lens-BYYjfetP-py3.8 in /home/1001/.cache/pypoetry/virtualenvs
Installing dependencies from lock file

  InvalidVersion

  Invalid PEP 440 version: '3.5.'

  at /usr/local/lib/python3.8/site-packages/poetry/core/version/pep440/parser.py:67 in parse
       63鈹?    @classmethod
       64鈹?    def parse(cls, value: str, version_class: Optional[Type[""PEP440Version""]] = None):
       65鈹?        match = cls._regex.search(value) if value else None
       66鈹?        if not match:
    鈫? 67鈹?            raise InvalidVersion(f""Invalid PEP 440 version: '{value}'"")
       68鈹?
       69鈹?        if version_class is None:
       70鈹?            from poetry.core.version.pep440.version import PEP440Version
       71鈹?

The following error occurred when trying to handle this error:


  ValueError

  Could not parse version constraint: >=3.5.*

  at /usr/local/lib/python3.8/site-packages/poetry/core/semver/helpers.py:139 in parse_single_constraint
      135鈹?
      136鈹?        try:
      137鈹?            version = Version.parse(version)
      138鈹?        except ValueError:
    鈫?139鈹?            raise ValueError(
      140鈹?                ""Could not parse version constraint: {}"".format(constraint)
      141鈹?            )
      142鈹?
      143鈹?        if op == ""<"":
subprocess exited with status 1
subprocess exited with status 1
error building at STEP ""RUN poetry install"": exit status 1
level=error msg=""exit status 1""
```",,,,,,,,1,,
852,https://github.com/nltk/nltk/issues/2796,2796,"[{'id': 719083862, 'node_id': 'MDU6TGFiZWw3MTkwODM4NjI=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/installation', 'name': 'installation', 'color': 'f7731b', 'default': False, 'description': None}, {'id': 1032922666, 'node_id': 'MDU6TGFiZWwxMDMyOTIyNjY2', 'url': 'https://api.github.com/repos/nltk/nltk/labels/nltk_data', 'name': 'nltk_data', 'color': 'ed6fd1', 'default': False, 'description': ''}]",closed,2021-09-04 02:51:20+00:00,,2,NLTK installation failed,"![image](https://user-images.githubusercontent.com/88143204/132080065-cbec8e76-252a-4654-b7fa-fb31b0bc29e8.png)
",,,,,,,,1,,
87,https://github.com/nltk/nltk/issues/1398,1398,"[{'id': 29356472, 'node_id': 'MDU6TGFiZWwyOTM1NjQ3Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/admin', 'name': 'admin', 'color': '444444', 'default': False, 'description': None}, {'id': 29356672, 'node_id': 'MDU6TGFiZWwyOTM1NjY3Mg==', 'url': 'https://api.github.com/repos/nltk/nltk/labels/corpus', 'name': 'corpus', 'color': '0b02e1', 'default': False, 'description': None}, {'id': 918210764, 'node_id': 'MDU6TGFiZWw5MTgyMTA3NjQ=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/inactive', 'name': 'inactive', 'color': 'cecece', 'default': False, 'description': ''}]",closed,2016-05-14 14:58:49+00:00,,0,Version number for nltk corpus data,"Hi,

I'm packaging nltk-data for Arch Linux, but where is the latest version number? I could not find this anywhere.

Here's the package that I'm in the process of updating: [nltk-data](https://www.archlinux.org/packages/community/any/nltk-data/).
Here's the old sourceforge page that is currently down: [nltk.sourceforge.net](http://nltk.sourceforge.net/).

An addition to the FAQ, a release log or change log would be great.
",,,,,,,1,,,
142,https://github.com/nltk/nltk/issues/1506,1506,[],closed,2016-11-14 19:49:12+00:00,,2,Is NLTK FrameNet support frozen at FN version 1.5?,"In #719 there was a question regarding support for newer versions of FrameNet beyond 1.5, yet there didn't appear to be any resolution although the issue is closed.  Is there a way to load newer versions of FrameNet (I have 1.7 burning a hole on my hard drive)?

Thanks!",,,,,,,1,,,
218,https://github.com/nltk/nltk/issues/1656,1656,"[{'id': 145489207, 'node_id': 'MDU6TGFiZWwxNDU0ODkyMDc=', 'url': 'https://api.github.com/repos/nltk/nltk/labels/bug', 'name': 'bug', 'color': 'e11d21', 'default': True, 'description': None}]",open,2017-03-18 12:35:05+00:00,,3,New version of scipy causes fisher test to break,"Our [CI Server](https://nltk.ci.cloudbees.com/job/nltk/lastCompletedBuild/TOXENV=py35-jenkins,jdk=jdk8latestOnlineInstall/testReport/(root)/metrics_doctest/metrics_doctest/) reports this failing test:

```
File ""/scratch/jenkins/workspace/nltk/TOXENV/py35-jenkins/jdk/jdk8latestOnlineInstall/nltk/test/metrics.doctest"", line 242, in metrics.doctest
Failed example:
    bam.fisher(20, (42, 20), N) > bam.fisher(20, (41, 27), N)
Expected:
    False
Got:
    True
```

@pierpaolo points out that this test failure coincided with a new release of scipy. The failure goes away when we modify tox.ini to specify the previous version:

```
pip install -I 'scipy < 0.19'
; pip install -I scipy
```
",,,,,,,1,,,
